document_id,title,author,published_date,document_type,source_name,source_url,doi,evidence_level,rights_status,license,fulltext_status,word_count,page_count,topics
DOC-000437,Effect of Pu-erh tea pomace on the composition and diversity of cecum microflora in Chahua chicken No. 2.,Huang Y; He Y; Peng Z; Hu H; Yang M; Pan H; Zhao S; Li Y,2023-11-30,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10720613/fullTextXML,10.3389/fvets.2023.1289546,B,OPEN_ACCESS,cc by,FULL_TEXT,3585,0,chemistry:SUBSTANTIVE | geography:MENTIONS | industry:MENTIONS | microbiology:MENTIONS | production:MENTIONS | sensory:MENTIONS | standards:MENTIONS | storage:MENTIONS
DOC-000425,"Changes in sensory characteristics, chemical composition and microbial succession during fermentation of ancient plants Pu-erh tea.",Wang T; Li RY; Liu KY; Chen QY; Bo NG; Wang Q; Xiao YQ; Sha G; Chen SQ; Lei X; Lu Y; Ma Y; Zhao M,2023-11-23,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10739768/fullTextXML,10.1016/j.fochx.2023.101003,B,OPEN_ACCESS,cc by,FULL_TEXT,5777,0,chemistry:CORE | fermentation:CORE | microbiology:CORE | sensory:CORE | cultivar:MENTIONS | culture:MENTIONS | geography:MENTIONS | industry:MENTIONS | mountain_and_village:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS | storage:MENTIONS | terroir:MENTIONS
DOC-000446,Simultaneous Determination of Pesticide Residues and Mycotoxins in Storage Pu-erh Tea Using Ultra-High-Performance Liquid Chromatography Coupled with Tandem Mass Spectrometry.,Chau SL; Zhao A; Jia W; Wang L,2023-09-30,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10574668/fullTextXML,10.3390/molecules28196883,B,OPEN_ACCESS,cc by,FULL_TEXT,3693,0,safety:CORE | storage:CORE | chemistry:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | microbiology:MENTIONS | processing:MENTIONS | production:MENTIONS | sensory:MENTIONS | standards:MENTIONS
DOC-000461,Analysis of Volatile Profile and Aromatic Characteristics of Raw Pu-erh Tea during Storage Based on GC-MS and Odor Activity Value.,Guo J; Yu Z; Liu M; Guan M; Shi A; Hu Y; Li S; Yi L; Ren D,2023-09-26,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10572200/fullTextXML,10.3390/foods12193568,B,OPEN_ACCESS,cc by,FULL_TEXT,4874,0,sensory:CORE | storage:CORE | chemistry:SUBSTANTIVE | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | microbiology:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000452,Modulatory Effects of Co-Fermented Pu-erh Tea with Aqueous Corn Silk Extract on Gut Microbes and Fecal Metabolites in Mice Fed High-Fat Diet.,Ding L; Guan H; Yang W; Guo H; Zang C; Liu Y; Ren S; Liu J,2023-08-19,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10458734/fullTextXML,10.3390/nu15163642,B,OPEN_ACCESS,cc by,FULL_TEXT,4852,0,chemistry:CORE | fermentation:CORE | microbiology:CORE | geography:MENTIONS | history:MENTIONS | industry:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000018,"Dissecting the role of microorganisms in tea production of different fermentation levels: a multifaceted review of their action mechanisms, quality attributes and future perspectives",Matta Assad; Tolulope Joshua Ashaolu; Ibrahim Khalifa; Mostafa H. Baky; Mohamed A. Farag,2023-07-29,journal_article,OpenAlex,https://link.springer.com/content/pdf/10.1007/s11274-023-03701-5.pdf,https://doi.org/10.1007/s11274-023-03701-5,B,OPEN_ACCESS,cc-by,FULL_PDF,11765,16,fermentation:CORE | production:CORE | chemistry:SUBSTANTIVE | microbiology:SUBSTANTIVE | cultivar:MENTIONS | culture:MENTIONS | geography:MENTIONS | industry:MENTIONS | processing:MENTIONS | sensory:MENTIONS | storage:MENTIONS
DOC-000392,Notes on tea in Darjeeling /by a planter.,,2023-07-09,public_domain_scan,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/9/97/Notes_on_Tea_in_Darjeeling.pdf,,A,PUBLIC_DOMAIN_REVIEW,public_domain_review,FULL_PDF,20529,118,fermentation:MENTIONS | industry:MENTIONS | sensory:MENTIONS | terroir:MENTIONS
DOC-000462,Metabolites profiling reveals the dynamic changes of non-volatiles in Pu-erh during Ganpu tea processing.,Deng X; He S; Han Y; Chen Y,2023-06-26,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10534103/fullTextXML,10.1016/j.fochx.2023.100774,B,OPEN_ACCESS,cc by,FULL_TEXT,6903,0,chemistry:CORE | processing:CORE | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | microbiology:MENTIONS | production:MENTIONS | sensory:MENTIONS
DOC-000188,Genome-wide identification of UDP-glycosyltransferases in the tea plant (Camellia sinensis) and their biochemical and physiological functions,Timothy D. Hoffmann; Timothy D. Hoffmann; Elisabeth Kurze; Jieren Liao; Thomas Hoffmann; Thomas Hoffmann; Chuankui Song; Wilfried Schwab,2023-06-06,journal_article,OpenAlex,https://www.frontiersin.org/articles/10.3389/fpls.2023.1191625/pdf,https://doi.org/10.3389/fpls.2023.1191625,B,OPEN_ACCESS,cc-by,FULL_PDF,14419,19,chemistry:CORE | cultivar:MENTIONS | culture:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | history:MENTIONS | industry:MENTIONS | processing:MENTIONS | production:MENTIONS | sensory:MENTIONS | storage:MENTIONS | terroir:MENTIONS
DOC-000441,Effects of Pu-erh and Dian Hong tea polyphenols on the gut-liver axis in mice.,Wang N; Lan C; Mehmood MA; He M; Xiao X; Li L; Liao D; Xu K; Mo S; Zhang P; Zhou X; Gu B; Zhu H; Wu T,2023-06-02,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10236074/fullTextXML,10.1186/s13568-023-01565-4,B,OPEN_ACCESS,cc by,FULL_TEXT,4529,0,chemistry:CORE | microbiology:SUBSTANTIVE | cultivar:MENTIONS | culture:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000399,A Nomogram Model for Predicting the Polyphenol Content of Pu-Erh Tea.,Zhang S; Yang C; Sheng Y; Liu X; Yuan W; Deng X; Li X; Huang W; Zhang Y; Li L; Lv Y; Wang Y; Wang B,2023-05-25,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10252623/fullTextXML,10.3390/foods12112128,B,OPEN_ACCESS,cc by,FULL_TEXT,3851,0,chemistry:CORE | terroir:SUBSTANTIVE | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | production:MENTIONS | standards:MENTIONS | storage:MENTIONS
DOC-000463,A novel method for Pu-erh tea face traceability identification based on improved MobileNetV3 and triplet loss.,Zhang Z; Yang X; Luo N; Chen F; Yu H; Sun C,2023-04-28,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10147721/fullTextXML,10.1038/s41598-023-34190-z,B,OPEN_ACCESS,cc by,FULL_TEXT,6360,0,standards:CORE | industry:SUBSTANTIVE | geography:MENTIONS | processing:MENTIONS | production:MENTIONS | safety:MENTIONS | storage:MENTIONS
DOC-000476,Theabrownin Isolated from Pu-Erh Tea Enhances the Innate Immune and Anti-Inflammatory Effects of RAW264.7 Macrophages via the TLR2/4-Mediated Signaling Pathway.,Zhao L; Miao Y; Shan B; Zhao C; Peng C; Gong J,2023-03-30,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10094067/fullTextXML,10.3390/foods12071468,B,OPEN_ACCESS,cc by,FULL_TEXT,5295,0,cultivar:MENTIONS | culture:MENTIONS | fermentation:MENTIONS | microbiology:MENTIONS | processing:MENTIONS | production:MENTIONS | sensory:MENTIONS | standards:MENTIONS
DOC-000411,Metabolite of chiral cycloxaprid in solvent and in the raw of Puer tea.,Tian H; Zhang J; Lin T; Li Q; Huang X; Liu H,2023-03-29,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10314140/fullTextXML,10.1016/j.fochx.2023.100654,B,OPEN_ACCESS,cc by,FULL_TEXT,4765,0,chemistry:CORE | processing:SUBSTANTIVE | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | safety:MENTIONS | standards:MENTIONS | terroir:MENTIONS
DOC-000432,Headspace solid-phase microextraction coupled with gas chromatography-mass spectrometry (HS-SPME-GC-MS) and odor activity value (OAV) to reveal the flavor characteristics of ripened Pu-erh tea by co-fermentation.,Zheng Y; Zhang C; Ren D; Bai R; Li W; Wang J; Shan Z; Dong W; Yi L,2023-03-27,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10083425/fullTextXML,10.3389/fnut.2023.1138783,B,OPEN_ACCESS,cc by,FULL_TEXT,3563,0,fermentation:CORE | sensory:CORE | chemistry:MENTIONS | geography:MENTIONS | industry:MENTIONS | microbiology:MENTIONS | processing:MENTIONS | standards:MENTIONS
DOC-000468,Mapping Pu'er tea plantations from GF-1 images using Object-Oriented Image Analysis (OOIA) and Support Vector Machine (SVM).,Liang L; Wang J; Deng F; Kong D,2023-02-07,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9904455/fullTextXML,10.1371/journal.pone.0263969,B,OPEN_ACCESS,cc by,FULL_TEXT,3727,0,geography:MENTIONS | industry:MENTIONS | mountain_and_village:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS | terroir:MENTIONS
DOC-000058,Tea and Tea Product Diversification: A Review,Kanij Fatema Tuz Zohora; Md. Riyadh Arefin,2022-12-20,journal_article,OpenAlex,https://www.agrifoodscience.com/index.php/TURJAF/article/download/5280/2650,https://doi.org/10.24925/turjaf.v10i12.2334-2353.5280,B,OPEN_ACCESS,cc-by-nc,FULL_PDF,13360,20,industry:SUBSTANTIVE | processing:SUBSTANTIVE | production:SUBSTANTIVE | chemistry:MENTIONS | cultivar:MENTIONS | culture:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | history:MENTIONS | microbiology:MENTIONS | mountain_and_village:MENTIONS | sensory:MENTIONS | standards:MENTIONS | storage:MENTIONS | terroir:MENTIONS
DOC-000470,"Ethnomycological study on wild mushrooms in Pu'er Prefecture, Southwest Yunnan, China.",Wang R; Herrera M; Xu W; Zhang P; Moreno JP; Colinas C; Yu F,2022-08-10,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9367157/fullTextXML,10.1186/s13002-022-00551-7,B,OPEN_ACCESS,cc by,FULL_TEXT,5610,0,geography:CORE | microbiology:SUBSTANTIVE | cultivar:MENTIONS | culture:MENTIONS | history:MENTIONS | industry:MENTIONS | mountain_and_village:MENTIONS | processing:MENTIONS | production:MENTIONS | sensory:MENTIONS | storage:MENTIONS | terroir:MENTIONS
DOC-000015,Modulation effects of microorganisms on tea in fermentation,Ting Hu; Shuo‐shuo Shi; Qin Ma,2022-08-02,journal_article,OpenAlex,https://www.frontiersin.org/articles/10.3389/fnut.2022.931790/pdf,https://doi.org/10.3389/fnut.2022.931790,B,OPEN_ACCESS,cc-by,FULL_PDF,10458,13,fermentation:CORE | chemistry:SUBSTANTIVE | microbiology:SUBSTANTIVE | sensory:SUBSTANTIVE | cultivar:MENTIONS | industry:MENTIONS | processing:MENTIONS | production:MENTIONS | safety:MENTIONS
DOC-000419,Mellow and Thick Taste of Pu-Erh Ripe Tea Based on Chemical Properties by Sensory-Directed Flavor Analysis.,Deng S; Zhou X; Dong H; Xu Y; Gao Y; Wang B; Liu X,2022-07-31,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9368183/fullTextXML,10.3390/foods11152285,B,OPEN_ACCESS,cc by,FULL_TEXT,3719,0,chemistry:CORE | sensory:CORE | fermentation:SUBSTANTIVE | geography:MENTIONS | industry:MENTIONS | microbiology:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000448,Evaluating the productivity of ancient Pu'er tea trees (Camellia sinensis var. assamica): a multivariate modeling approach.,Zhang S; Liu W; Cheng X; Wang Z; Yuan F; Wu W; Liao S,2022-07-27,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9327265/fullTextXML,10.1186/s13007-022-00928-5,B,OPEN_ACCESS,cc by,FULL_TEXT,5806,0,cultivar:CORE | industry:SUBSTANTIVE | terroir:SUBSTANTIVE | culture:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | history:MENTIONS | mountain_and_village:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000457,Anti-Oxidative Effect of Pu-erh Tea in Animals Trails: A Systematic Review and Meta-Analysis.,Yang CY; Hung KC; Yen YY; Liao HE; Lan SJ; Lin HC,2022-05-04,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9100797/fullTextXML,10.3390/foods11091333,B,OPEN_ACCESS,cc by,FULL_TEXT,4725,0,cultivar:MENTIONS | culture:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | history:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000414,Enantioselectivity and residue analysis of cycloxaprid and its metabolite in the pile and fermentation processing of Puer tea by ultraperformance liquid chromatography-high-resolution mass spectrometry.,Liu H; Tian H; Jiang M; Lin T; Li J; Huang X,2022-04-22,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9469841/fullTextXML,10.1002/fsn3.2901,B,OPEN_ACCESS,cc by,FULL_TEXT,2646,0,chemistry:CORE | fermentation:CORE | processing:CORE | cultivar:MENTIONS | safety:MENTIONS | standards:MENTIONS | terroir:MENTIONS
DOC-000398,Salting-out re-distillation combined with sensory-directed analysis to recover odor-active compounds for improving the flavor quality of instant Pu-erh tea.,Wang C; Li J; Zhang Y; Wu X; He Z; Zhang X; Li Q; Huang J; Liu Z,2022-04-18,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9043642/fullTextXML,10.1016/j.fochx.2022.100310,B,OPEN_ACCESS,cc by,FULL_TEXT,5431,0,chemistry:CORE | sensory:CORE | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | microbiology:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000473,Discriminant Analysis of Pu-Erh Tea of Different Raw Materials Based on Phytochemicals Using Chemometrics.,Zhang SR; Shi Y; Jiang JL; Luo LY; Zeng L,2022-02-25,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8909724/fullTextXML,10.3390/foods11050680,B,OPEN_ACCESS,cc by,FULL_TEXT,4353,0,chemistry:CORE | cultivar:MENTIONS | geography:MENTIONS | industry:MENTIONS | processing:MENTIONS | production:MENTIONS | safety:MENTIONS | sensory:MENTIONS | standards:MENTIONS | storage:MENTIONS | terroir:MENTIONS
DOC-000447,Moisture contents and product quality prediction of Pu-erh tea in sun-drying process with image information and environmental parameters.,Chen C; Zhang W; Shan Z; Zhang C; Dong T; Feng Z; Wang C,2022-02-22,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9007301/fullTextXML,10.1002/fsn3.2699,B,OPEN_ACCESS,cc by,FULL_TEXT,8539,0,processing:CORE | sensory:SUBSTANTIVE | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000456,"Simultaneous Determination and Health Risk Assessment of Four High Detection Rate Pesticide Residues in Pu'er Tea from Yunnan, China.",Lin T; Chen XL; Guo J; Li MX; Tang YF; Li YG; Cheng L; Liu HC,2022-02-04,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8839113/fullTextXML,10.3390/molecules27031053,B,OPEN_ACCESS,cc by,FULL_TEXT,3418,0,geography:CORE | safety:CORE | cultivar:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000485,Active Double-Layered Films Enriched with AgNPs in Great Water Dock Root and Pu-Erh Extracts.,Jamróz E; Cabaj A; Juszczak L; Tkaczewska J; Zimowska M; Cholewa-Wójcik A; Krzyściak P; Kopel P,2021-11-16,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8625606/fullTextXML,10.3390/ma14226925,B,OPEN_ACCESS,cc by,FULL_TEXT,4988,0,microbiology:SUBSTANTIVE | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | mountain_and_village:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS | storage:MENTIONS
DOC-000435,The Impact of Citrus -Tea Cofermentation Process on Chemical Composition and Contents of Pu-Erh Tea: An Integrated Metabolomics Study.,Xu Y; Liang PL; Chen XL; Gong MJ; Zhang L; Qiu XH; Zhang J; Huang ZH; Xu W,2021-09-17,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8484324/fullTextXML,10.3389/fnut.2021.737539,B,OPEN_ACCESS,cc by,FULL_TEXT,5087,0,chemistry:CORE | fermentation:CORE | sensory:SUBSTANTIVE | cultivar:MENTIONS | geography:MENTIONS | history:MENTIONS | industry:MENTIONS | microbiology:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000467,Pu-erh tea extraction alleviates intestinal inflammation in mice with flora disorder by regulating gut microbiota.,Zhang Z; He F; Yang W; Yang L; Huang S; Mao H; Hou Y; Xiao R,2021-07-19,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8441289/fullTextXML,10.1002/fsn3.2437,B,OPEN_ACCESS,cc by,FULL_TEXT,3419,0,microbiology:CORE | chemistry:MENTIONS | culture:MENTIONS | production:MENTIONS | sensory:MENTIONS | standards:MENTIONS
DOC-000190,Climate-Fungal Pathogen Modeling Predicts Loss of Up to One-Third of Tea Growing Areas,Saowaluck Tibpromma; Yang Dong; Sailesh Ranjitkar; Douglas Schaefer; Samantha C. Karunarathna; Kevin D. Hyde; Ruvishika S. Jayawardena; Ishara S. Manawasinghe; Daniel P. Bebber; Itthayakorn Promputtha; Jianchu Xu; Peter E. Mortimer; Jun Sheng,2021-04-29,journal_article,OpenAlex,https://www.frontiersin.org/articles/10.3389/fcimb.2021.610567/pdf,https://doi.org/10.3389/fcimb.2021.610567,B,OPEN_ACCESS,cc-by,FULL_PDF,11746,16,microbiology:CORE | terroir:CORE | cultivar:MENTIONS | geography:MENTIONS | industry:MENTIONS | mountain_and_village:MENTIONS | production:MENTIONS
DOC-000465,"Ethnobotanical study on wild edible plants used by three trans-boundary ethnic groups in Jiangcheng County, Pu'er, Southwest China.",Cao Y; Li R; Zhou S; Song L; Quan R; Hu H,2020-10-27,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7590688/fullTextXML,10.1186/s13002-020-00420-1,B,OPEN_ACCESS,cc by,FULL_TEXT,9874,0,culture:CORE | cultivar:MENTIONS | geography:MENTIONS | history:MENTIONS | industry:MENTIONS | mountain_and_village:MENTIONS | terroir:MENTIONS
DOC-000486,Pu-erh Tea Extract Treatment Could Be an Efficient Way to Enhance the Yield and Nutritional Value of Soybean Sprout.,Kim JH; Yoon YH; Kim ID; Dhungana SK; Shin DH,2020-08-25,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7504710/fullTextXML,10.3390/molecules25173869,B,OPEN_ACCESS,cc by,FULL_TEXT,4032,0,chemistry:MENTIONS | cultivar:MENTIONS | geography:MENTIONS | microbiology:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000442,Nonstereoselective dissipation of sulfoxaflor in different Puer tea processing.,Liu H; Jiang M; Li Q,2020-07-26,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7500756/fullTextXML,10.1002/fsn3.1789,B,OPEN_ACCESS,cc by,FULL_TEXT,2476,0,processing:CORE | chemistry:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | history:MENTIONS | microbiology:MENTIONS | safety:MENTIONS | sensory:MENTIONS | standards:MENTIONS
DOC-000025,"Microbial Community Dynamics During the Non-filamentous Fungi Growth-Based Fermentation Process of Miang, a Traditional Fermented Tea of North Thailand and Their Product Characterizations",Kridsada Unban; Nuttapong Khatthongngam; Thanawat Pattananandecha; Chalermpong Saenjum; Kalidas Shetty; Chartchai Khanongnuch,2020-07-14,journal_article,OpenAlex,https://www.frontiersin.org/articles/10.3389/fmicb.2020.01515/pdf,https://doi.org/10.3389/fmicb.2020.01515,B,OPEN_ACCESS,cc-by,FULL_PDF,10248,15,culture:CORE | fermentation:CORE | microbiology:CORE | chemistry:SUBSTANTIVE | cultivar:MENTIONS | industry:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS | terroir:MENTIONS
DOC-000023,Chemical profile changes during pile fermentation of Qingzhuan tea affect inhibition of α-amylase and lipase,Lin Feng; Panpan Liu; Pengcheng Zheng; Liang Zhang; Jie Zhou; Ziming Gong; Yongchao Yu; Shiwei Gao; Lin Zheng; Xueping Wang; Xiaochun Wan,2020-02-26,journal_article,OpenAlex,https://www.nature.com/articles/s41598-020-60265-2.pdf,https://doi.org/10.1038/s41598-020-60265-2,B,OPEN_ACCESS,cc-by,FULL_PDF,7967,10,chemistry:CORE | fermentation:CORE | processing:SUBSTANTIVE | microbiology:MENTIONS | production:MENTIONS | sensory:MENTIONS | standards:MENTIONS
DOC-000464,"Chemical Profile, Antioxidative, and Gut Microbiota Modulatory Properties of Ganpu Tea: A Derivative of Pu-erh Tea.",Zheng Y; Zeng X; Chen T; Peng W; Su W,2020-01-15,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7019831/fullTextXML,10.3390/nu12010224,B,OPEN_ACCESS,cc by,FULL_TEXT,3362,0,chemistry:CORE | microbiology:CORE | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | sensory:MENTIONS | standards:MENTIONS | terroir:MENTIONS
DOC-000393,普洱茶加工技术规程,普洱市茶叶科学研究所,2020-01-10,standard,National Standard Information Public Service Platform,https://dbba.sacinfo.org.cn/stdDetail/df80d8397c22dd2a7ee20098de6805422706f718dddcd314ba5287914ab9a185,,A,OFFICIAL_PUBLIC_REVIEW,official_download_review,FULL_PDF,3403,10,processing:CORE | production:CORE | standards:CORE | culture:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | safety:MENTIONS | sensory:MENTIONS
DOC-000004,Correlation analysis between filamentous fungi and chemical compositions in a pu‐erh type tea after a long‐term storage - PMC,Binxing Zhou; Cunqiang Ma; Xiaoying Ren; Tao Xia; Chengqin Zheng; Xiaohui Liu,2020 Apr 13,journal_article,PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC7215201/,10.1002/fsn3.1543,B,OPEN_ACCESS,CC BY 4.0,FULL_HTML,7260,0,chemistry:CORE | microbiology:CORE | storage:CORE | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | history:MENTIONS | industry:MENTIONS | processing:MENTIONS | production:MENTIONS | sensory:MENTIONS | standards:MENTIONS
DOC-000466,Suppressive Interaction Approach for Masking Stale Note of Instant Ripened Pu-Erh Tea Products.,Zhang T; Ni H; Qiu XJ; Li T; Zhang LZ; Li LJ; Jiang ZD; Li QB; Chen F; Zheng FP,2019-12-06,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6943613/fullTextXML,10.3390/molecules24244473,B,OPEN_ACCESS,cc by,FULL_TEXT,3515,0,sensory:SUBSTANTIVE | chemistry:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | microbiology:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000424,Pu-Erh Tea Relaxes the Thoracic Aorta of Rats by Reducing Intracellular Calcium.,Luo D; Chen X; Zhu X; Liu S; Li J; Xu J; Zhao J; Ji X,2019-11-28,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6892945/fullTextXML,10.3389/fphar.2019.01430,B,OPEN_ACCESS,cc by,FULL_TEXT,4452,0,chemistry:MENTIONS | cultivar:MENTIONS | culture:MENTIONS | fermentation:MENTIONS | geography:MENTIONS
DOC-000413,Production of theophylline via aerobic fermentation of pu-erh tea using tea-derived fungi.,Zhou B; Ma C; Ren X; Xia T; Li X; Wu Y,2019-11-26,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6878699/fullTextXML,10.1186/s12866-019-1640-2,B,OPEN_ACCESS,cc by,FULL_TEXT,4305,0,fermentation:CORE | microbiology:CORE | production:CORE | chemistry:MENTIONS | cultivar:MENTIONS | culture:MENTIONS | geography:MENTIONS | industry:MENTIONS | processing:MENTIONS | standards:MENTIONS | terroir:MENTIONS
DOC-000397,Theabrownin from Pu-erh tea attenuates hypercholesterolemia via modulation of gut microbiota and bile acid metabolism.,Huang F; Zheng X; Ma X; Jiang R; Zhou W; Zhou S; Zhang Y; Lei S; Wang S; Kuang J; Han X; Wei M; You Y; Li M; Li Y; Liang D; Liu J; Chen T; Yan C; Wei R; Rajani C; Shen C; Xie G; Bian Z; Li H; Zhao A; Jia W,2019-10-31,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6823360/fullTextXML,10.1038/s41467-019-12896-x,B,OPEN_ACCESS,cc by,FULL_TEXT,12447,0,chemistry:CORE | microbiology:CORE | culture:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | processing:MENTIONS | production:MENTIONS | standards:MENTIONS
DOC-000482,"Isolation, analysis and in vitro assessment of CYP3A4 inhibition by methylxanthines extracted from Pu-erh and Bancha tea leaves.",Georgiev KD; Radeva-Ilieva M; Stoeva S; Zhelev I,2019-09-26,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6763420/fullTextXML,10.1038/s41598-019-50468-7,B,OPEN_ACCESS,cc by,FULL_TEXT,3087,0,chemistry:SUBSTANTIVE | cultivar:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | industry:MENTIONS | standards:MENTIONS
DOC-000454,Inhibitory effects of pu-erh tea on alpha glucosidase and alpha amylase: a systemic review.,Yang CY; Yen YY; Hung KC; Hsu SW; Lan SJ; Lin HC,2019-08-27,research_article,Europe PMC,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6712024/fullTextXML,10.1038/s41387-019-0092-y,B,OPEN_ACCESS,cc by,FULL_TEXT,2673,0,chemistry:MENTIONS | culture:MENTIONS | fermentation:MENTIONS | geography:MENTIONS | storage:MENTIONS
DOC-000352,"Tea, its mystery and history","Day, Samuel Phillips, author",2019-07-23,public_domain_scan,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/d/dd/Tea%2C_its_mystery_and_history_%28IA_teaitsmysteryhis00days%29.pdf,,A,PUBLIC_DOMAIN_REVIEW,public_domain_review,FULL_PDF,13263,104,history:CORE | chemistry:MENTIONS | cultivar:MENTIONS | industry:MENTIONS | mountain_and_village:MENTIONS | production:MENTIONS | sensory:MENTIONS | terroir:MENTIONS
