claim_id,document_id,document_title,risk_class,assessment_status,disposition,source_match_status,context_type,study_design,scope_summary,limitation_note,paragraph_id,page_start,human_signoff_status,publication_status,reviewer_kind,reviewed_at
CLM-C280B7C43ACFDDD2D00A,DOC-000483,Analytical Assessment of Bio- and Toxic Elements Distribution in Pu-erh and Fruit Teas in View of Chemometric Approach.,HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,DEFER_TO_PRIMARY_SOURCE,EXACT_NORMALISED_MATCH,INTRODUCTION_BACKGROUND,UNKNOWN_RESEARCH_DESIGN,只可表述為《Analytical Assessment of Bio- and Toxic Elements Distribution in Pu-erh and Fruit Teas in View of Chemometric Approach.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 UNKNOWN_RESEARCH_DESIGN。本句位於背景或轉述語境，發布前須追查原始被引來源。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 句子可能只是作者概述或引用他人研究，不能把本文當作原始證據。,DOC-000483-P0001-P0001-CHK-011135,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-EE151DB1CDE58916DFE1,DOC-000456,"Simultaneous Determination and Health Risk Assessment of Four High Detection Rate Pesticide Residues in Pu'er Tea from Yunnan, China.",HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,RETAIN_SAFETY_STUDY_SPECIFIC,EXACT_NORMALISED_MATCH,METHOD_DESCRIPTION,SAFETY_STUDY,"只可表述為《Simultaneous Determination and Health Risk Assessment of Four High Detection Rate Pesticide Residues in Pu'er Tea from Yunnan, China.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 SAFETY_STUDY。結果只代表所抽樣批次、分析物、檢測方法及報告時點。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 未檢出不代表不存在，檢出亦不自動等於超標或構成個人健康風險。,DOC-000456-P0001-P0001-CHK-010233,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-03037E888AD6F5D12D79,DOC-000469,Pu-erh tea attenuates obesity by remodeling gut microbiota and activating energy expenditure.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,REJECT_FRAGMENT_OR_NOISE,EXACT_NORMALISED_MATCH,FRAGMENT_OR_CAPTION,ANIMAL_STUDY,只可表述為《Pu-erh tea attenuates obesity by remodeling gut microbiota and activating energy expenditure.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 ANIMAL_STUDY。本候選不適合轉化為公開知識主張。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。,DOC-000469-P0001-P0001-CHK-010662,,NOT_REQUIRED_REJECTED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-036D59407E5CABC8BBFA,DOC-000455,Pu-erh tea inhibits tumor cell growth by down-regulating mutant p53.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,DEFER_TO_PRIMARY_SOURCE,EXACT_NORMALISED_MATCH,INTRODUCTION_BACKGROUND,ANIMAL_STUDY,只可表述為《Pu-erh tea inhibits tumor cell growth by down-regulating mutant p53.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 ANIMAL_STUDY。本句位於背景或轉述語境，發布前須追查原始被引來源。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 句子可能只是作者概述或引用他人研究，不能把本文當作原始證據。,DOC-000455-P0001-P0002-CHK-010191,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-054CE609FD114C55B75B,DOC-000469,Pu-erh tea attenuates obesity by remodeling gut microbiota and activating energy expenditure.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,METHOD_DESCRIPTION,ANIMAL_STUDY,只可表述為《Pu-erh tea attenuates obesity by remodeling gut microbiota and activating energy expenditure.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 ANIMAL_STUDY。只屬前臨床或非人體證據，不可寫成人體療效。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000469-P0001-P0001-CHK-010662,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-064480C46F53DC5E5CE2,DOC-000015,Modulation effects of microorganisms on tea in fermentation,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,UNSPECIFIED_CONTEXT,MICROBIOLOGY_STUDY,只可表述為《Modulation effects of microorganisms on tea in fermentation》在其自身樣本、方法及條件下的來源記載；研究設計標記為 MICROBIOLOGY_STUDY。只屬前臨床或非人體證據，不可寫成人體療效。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000015-P0001-P0001-CHK-006632,5,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-08E7939C26F1F11FBFAA,DOC-000464,"Chemical Profile, Antioxidative, and Gut Microbiota Modulatory Properties of Ganpu Tea: A Derivative of Pu-erh Tea.",HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,COMPOSITION_ANALYSIS,"只可表述為《Chemical Profile, Antioxidative, and Gut Microbiota Modulatory Properties of Ganpu Tea: A Derivative of Pu-erh Tea.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 COMPOSITION_ANALYSIS。只屬前臨床或非人體證據，不可寫成人體療效。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000464-P0002-P0003-CHK-010536,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-0A4CDD409FCC1B85A664,DOC-000484,Bioactive Compound Fingerprint Analysis of Aged Raw Pu'er Tea and Young Ripened Pu'er Tea.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,ANIMAL_STUDY,只可表述為《Bioactive Compound Fingerprint Analysis of Aged Raw Pu'er Tea and Young Ripened Pu'er Tea.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 ANIMAL_STUDY。只屬前臨床或非人體證據，不可寫成人體療效。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000484-P0005-P0006-CHK-011188,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-0CD302738F9269A6E832,DOC-000464,"Chemical Profile, Antioxidative, and Gut Microbiota Modulatory Properties of Ganpu Tea: A Derivative of Pu-erh Tea.",HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,COMPOSITION_ANALYSIS,"只可表述為《Chemical Profile, Antioxidative, and Gut Microbiota Modulatory Properties of Ganpu Tea: A Derivative of Pu-erh Tea.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 COMPOSITION_ANALYSIS。只屬前臨床或非人體證據，不可寫成人體療效。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000464-P0002-P0003-CHK-010536,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-103DE1834D945C41D727,DOC-000487,"Tea Consumption and Diabetes: A Comprehensive Pharmacological Review of Black, White, Green, Oolong, and Pu-erh Teas.",HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,UNSPECIFIED_CONTEXT,NARRATIVE_REVIEW,"只可表述為《Tea Consumption and Diabetes: A Comprehensive Pharmacological Review of Black, White, Green, Oolong, and Pu-erh Teas.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 NARRATIVE_REVIEW。只屬前臨床或非人體證據，不可寫成人體療效。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000487-P0001-P0001-CHK-011310,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-17757B2445D89262C067,DOC-000467,Pu-erh tea extraction alleviates intestinal inflammation in mice with flora disorder by regulating gut microbiota.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_AS_INTERPRETATION_ONLY,EXACT_NORMALISED_MATCH,DISCUSSION_INFERENCE,ANIMAL_STUDY,只可表述為《Pu-erh tea extraction alleviates intestinal inflammation in mice with flora disorder by regulating gut microbiota.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 ANIMAL_STUDY。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。,DOC-000467-P0003-P0004-CHK-010622,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-19919A3B5EAA8C18EF28,DOC-000417,Comparison of hypoglycemic effects of ripened pu-erh tea and raw pu-erh tea in streptozotocin-induced diabetic rats.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_AS_INTERPRETATION_ONLY,EXACT_NORMALISED_MATCH,DISCUSSION_INTERPRETATION,ANIMAL_STUDY,只可表述為《Comparison of hypoglycemic effects of ripened pu-erh tea and raw pu-erh tea in streptozotocin-induced diabetic rats.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 ANIMAL_STUDY。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。,DOC-000417-P0001-P0002-CHK-008882,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-1BF240876CE81DA030A0,DOC-000397,Theabrownin from Pu-erh tea attenuates hypercholesterolemia via modulation of gut microbiota and bile acid metabolism.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_HUMAN_OBSERVATIONAL_SPECIFIC,EXACT_NORMALISED_MATCH,METHOD_DESCRIPTION,HUMAN_OBSERVATIONAL,只可表述為《Theabrownin from Pu-erh tea attenuates hypercholesterolemia via modulation of gut microbiota and bile acid metabolism.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 HUMAN_OBSERVATIONAL。屬人體觀察關係，不能單獨確立因果。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 觀察性資料仍可能受選擇、飲食、生活方式及產品差異等混雜因素影響。,DOC-000397-P0001-P0001-CHK-008060,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-2E21FC0474B3F82F8F08,DOC-000484,Bioactive Compound Fingerprint Analysis of Aged Raw Pu'er Tea and Young Ripened Pu'er Tea.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,ANIMAL_STUDY,只可表述為《Bioactive Compound Fingerprint Analysis of Aged Raw Pu'er Tea and Young Ripened Pu'er Tea.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 ANIMAL_STUDY。只屬前臨床或非人體證據，不可寫成人體療效。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000484-P0001-P0001-CHK-011169,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-3A874D59E2CEB5397AD7,DOC-000469,Pu-erh tea attenuates obesity by remodeling gut microbiota and activating energy expenditure.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,METHOD_DESCRIPTION,ANIMAL_STUDY,只可表述為《Pu-erh tea attenuates obesity by remodeling gut microbiota and activating energy expenditure.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 ANIMAL_STUDY。只屬前臨床或非人體證據，不可寫成人體療效。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000469-P0001-P0001-CHK-010662,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-4940886A7A99865CBEDC,DOC-000464,"Chemical Profile, Antioxidative, and Gut Microbiota Modulatory Properties of Ganpu Tea: A Derivative of Pu-erh Tea.",HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,COMPOSITION_ANALYSIS,"只可表述為《Chemical Profile, Antioxidative, and Gut Microbiota Modulatory Properties of Ganpu Tea: A Derivative of Pu-erh Tea.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 COMPOSITION_ANALYSIS。只屬前臨床或非人體證據，不可寫成人體療效。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000464-P0002-P0003-CHK-010536,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-4B5F2B3B2B422A771AF1,DOC-000397,Theabrownin from Pu-erh tea attenuates hypercholesterolemia via modulation of gut microbiota and bile acid metabolism.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_HUMAN_OBSERVATIONAL_SPECIFIC,EXACT_NORMALISED_MATCH,METHOD_DESCRIPTION,HUMAN_OBSERVATIONAL,只可表述為《Theabrownin from Pu-erh tea attenuates hypercholesterolemia via modulation of gut microbiota and bile acid metabolism.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 HUMAN_OBSERVATIONAL。屬人體觀察關係，不能單獨確立因果。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 觀察性資料仍可能受選擇、飲食、生活方式及產品差異等混雜因素影響。,DOC-000397-P0001-P0001-CHK-008060,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-5082990FB8D76B8A6309,DOC-000407,"Grade identification of ripened Pu-erh teas, and their differences of phenolic components, in vitro antioxidant capacity and hypoglycemic effect.",HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,METHOD_DESCRIPTION,IN_VITRO_CHEMICAL,"只可表述為《Grade identification of ripened Pu-erh teas, and their differences of phenolic components, in vitro antioxidant capacity and hypoglycemic effect.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 IN_VITRO_CHEMICAL。只屬前臨床或非人體證據，不可寫成人體療效。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000407-P0001-P0001-CHK-008491,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-5091CB93823D9CFF12EC,DOC-000452,Modulatory Effects of Co-Fermented Pu-erh Tea with Aqueous Corn Silk Extract on Gut Microbes and Fecal Metabolites in Mice Fed High-Fat Diet.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,METHOD_DESCRIPTION,ANIMAL_STUDY,只可表述為《Modulatory Effects of Co-Fermented Pu-erh Tea with Aqueous Corn Silk Extract on Gut Microbes and Fecal Metabolites in Mice Fed High-Fat Diet.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 ANIMAL_STUDY。只屬前臨床或非人體證據，不可寫成人體療效。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000452-P0001-P0001-CHK-010102,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-583A544DA0BEC350E361,DOC-000397,Theabrownin from Pu-erh tea attenuates hypercholesterolemia via modulation of gut microbiota and bile acid metabolism.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_HUMAN_OBSERVATIONAL_SPECIFIC,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,HUMAN_OBSERVATIONAL,只可表述為《Theabrownin from Pu-erh tea attenuates hypercholesterolemia via modulation of gut microbiota and bile acid metabolism.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 HUMAN_OBSERVATIONAL。屬人體觀察關係，不能單獨確立因果。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 觀察性資料仍可能受選擇、飲食、生活方式及產品差異等混雜因素影響。,DOC-000397-P0001-P0001-CHK-008022,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-6072254002DD034AEBDF,DOC-000407,"Grade identification of ripened Pu-erh teas, and their differences of phenolic components, in vitro antioxidant capacity and hypoglycemic effect.",HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,IN_VITRO_CHEMICAL,"只可表述為《Grade identification of ripened Pu-erh teas, and their differences of phenolic components, in vitro antioxidant capacity and hypoglycemic effect.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 IN_VITRO_CHEMICAL。只屬前臨床或非人體證據，不可寫成人體療效。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000407-P0001-P0002-CHK-008513,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-620801B334A9E87C3E7E,DOC-000407,"Grade identification of ripened Pu-erh teas, and their differences of phenolic components, in vitro antioxidant capacity and hypoglycemic effect.",HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,IN_VITRO_CHEMICAL,"只可表述為《Grade identification of ripened Pu-erh teas, and their differences of phenolic components, in vitro antioxidant capacity and hypoglycemic effect.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 IN_VITRO_CHEMICAL。只屬前臨床或非人體證據，不可寫成人體療效。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000407-P0001-P0001-CHK-008516,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-68AF5A85638D1BE1E17D,DOC-000469,Pu-erh tea attenuates obesity by remodeling gut microbiota and activating energy expenditure.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,METHOD_DESCRIPTION,ANIMAL_STUDY,只可表述為《Pu-erh tea attenuates obesity by remodeling gut microbiota and activating energy expenditure.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 ANIMAL_STUDY。只屬前臨床或非人體證據，不可寫成人體療效。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000469-P0001-P0001-CHK-010662,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-6BE628DB8519899567F1,DOC-000407,"Grade identification of ripened Pu-erh teas, and their differences of phenolic components, in vitro antioxidant capacity and hypoglycemic effect.",HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,IN_VITRO_CHEMICAL,"只可表述為《Grade identification of ripened Pu-erh teas, and their differences of phenolic components, in vitro antioxidant capacity and hypoglycemic effect.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 IN_VITRO_CHEMICAL。只屬前臨床或非人體證據，不可寫成人體療效。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000407-P0001-P0002-CHK-008513,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-6F755FC7CC3B783D940A,DOC-000464,"Chemical Profile, Antioxidative, and Gut Microbiota Modulatory Properties of Ganpu Tea: A Derivative of Pu-erh Tea.",HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,COMPOSITION_ANALYSIS,"只可表述為《Chemical Profile, Antioxidative, and Gut Microbiota Modulatory Properties of Ganpu Tea: A Derivative of Pu-erh Tea.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 COMPOSITION_ANALYSIS。只屬前臨床或非人體證據，不可寫成人體療效。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000464-P0002-P0003-CHK-010536,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-74C17AC27ABDE2CE91EA,DOC-000484,Bioactive Compound Fingerprint Analysis of Aged Raw Pu'er Tea and Young Ripened Pu'er Tea.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,ANIMAL_STUDY,只可表述為《Bioactive Compound Fingerprint Analysis of Aged Raw Pu'er Tea and Young Ripened Pu'er Tea.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 ANIMAL_STUDY。只屬前臨床或非人體證據，不可寫成人體療效。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000484-P0003-P0005-CHK-011172,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-7A749D20136C05A90717,DOC-000426,Integrated Microbiome-Metabolome Analysis and Functional Strain Validation Reveal Key Biochemical Transformations During Pu-erh Tea Pile Fermentation.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_PRECLINICAL_ONLY,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,MICROBIOLOGY_STUDY,只可表述為《Integrated Microbiome-Metabolome Analysis and Functional Strain Validation Reveal Key Biochemical Transformations During Pu-erh Tea Pile Fermentation.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 MICROBIOLOGY_STUDY。只屬前臨床或非人體證據，不可寫成人體療效。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 動物、細胞、線蟲或體外結果不能直接外推至人體飲用效果。,DOC-000426-P0001-P0001-CHK-009192,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-8507CF57789101FEE8B8,DOC-000397,Theabrownin from Pu-erh tea attenuates hypercholesterolemia via modulation of gut microbiota and bile acid metabolism.,HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,RETAIN_HUMAN_OBSERVATIONAL_SPECIFIC,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,HUMAN_OBSERVATIONAL,只可表述為《Theabrownin from Pu-erh tea attenuates hypercholesterolemia via modulation of gut microbiota and bile acid metabolism.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 HUMAN_OBSERVATIONAL。屬人體觀察關係，不能單獨確立因果。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 觀察性資料仍可能受選擇、飲食、生活方式及產品差異等混雜因素影響。,DOC-000397-P0001-P0001-CHK-008022,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-89923CCD82212B6E80D1,DOC-000421,"Study on the Functional, Physiological, and Sensory Properties of Coffee Leaf Dark Tea Processed Using the Pile Fermentation Method of Pu-Erh Tea.",HIGH_HEALTH,SOURCE_CHECKED_AI_ASSISTED,REJECT_OUT_OF_SCOPE,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,IN_VITRO_CHEMICAL,"只可表述為《Study on the Functional, Physiological, and Sensory Properties of Coffee Leaf Dark Tea Processed Using the Pile Fermentation Method of Pu-Erh Tea.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 IN_VITRO_CHEMICAL。本候選不適合轉化為公開知識主張。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。,DOC-000421-P0002-P0003-CHK-009013,,NOT_REQUIRED_REJECTED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
