document_id,topic_id,name,relation_type,confidence
DOC-000418,TOP-000001,production,MENTIONS,0.55
DOC-000418,TOP-000016,standards,MENTIONS,0.55
DOC-000418,TOP-000007,storage,MENTIONS,0.55
DOC-000419,TOP-000009,chemistry,CORE,0.91
DOC-000419,TOP-000008,sensory,CORE,0.97
DOC-000419,TOP-000006,fermentation,SUBSTANTIVE,0.76
DOC-000419,TOP-000013,geography,MENTIONS,0.55
DOC-000419,TOP-000015,industry,MENTIONS,0.55
DOC-000419,TOP-000010,microbiology,MENTIONS,0.55
DOC-000419,TOP-000005,processing,MENTIONS,0.55
DOC-000419,TOP-000001,production,MENTIONS,0.55
DOC-000419,TOP-000016,standards,MENTIONS,0.55
DOC-000420,TOP-000009,chemistry,CORE,0.91
DOC-000420,TOP-000013,geography,CORE,0.91
DOC-000420,TOP-000008,sensory,CORE,0.91
DOC-000420,TOP-000002,cultivar,MENTIONS,0.55
DOC-000420,TOP-000014,culture,MENTIONS,0.55
DOC-000420,TOP-000006,fermentation,MENTIONS,0.55
DOC-000420,TOP-000010,microbiology,MENTIONS,0.55
DOC-000420,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000420,TOP-000005,processing,MENTIONS,0.55
DOC-000420,TOP-000001,production,MENTIONS,0.55
DOC-000420,TOP-000016,standards,MENTIONS,0.55
DOC-000420,TOP-000007,storage,MENTIONS,0.55
DOC-000422,TOP-000009,chemistry,CORE,0.91
DOC-000422,TOP-000013,geography,CORE,0.91
DOC-000422,TOP-000004,mountain_and_village,CORE,0.94
DOC-000422,TOP-000006,fermentation,MENTIONS,0.55
DOC-000422,TOP-000005,processing,MENTIONS,0.55
DOC-000422,TOP-000008,sensory,MENTIONS,0.55
DOC-000422,TOP-000016,standards,MENTIONS,0.55
DOC-000422,TOP-000007,storage,MENTIONS,0.55
DOC-000422,TOP-000003,terroir,MENTIONS,0.55
DOC-000423,TOP-000009,chemistry,MENTIONS,0.55
DOC-000423,TOP-000006,fermentation,MENTIONS,0.55
DOC-000423,TOP-000013,geography,MENTIONS,0.55
DOC-000423,TOP-000005,processing,MENTIONS,0.55
DOC-000423,TOP-000001,production,MENTIONS,0.55
DOC-000423,TOP-000016,standards,MENTIONS,0.55
DOC-000424,TOP-000009,chemistry,MENTIONS,0.55
DOC-000424,TOP-000002,cultivar,MENTIONS,0.55
DOC-000424,TOP-000014,culture,MENTIONS,0.55
DOC-000424,TOP-000006,fermentation,MENTIONS,0.55
DOC-000424,TOP-000013,geography,MENTIONS,0.55
DOC-000425,TOP-000009,chemistry,CORE,0.91
DOC-000425,TOP-000006,fermentation,CORE,0.91
DOC-000425,TOP-000010,microbiology,CORE,0.91
DOC-000425,TOP-000008,sensory,CORE,0.91
DOC-000425,TOP-000002,cultivar,MENTIONS,0.55
DOC-000425,TOP-000014,culture,MENTIONS,0.55
DOC-000425,TOP-000013,geography,MENTIONS,0.55
DOC-000425,TOP-000015,industry,MENTIONS,0.55
DOC-000425,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000425,TOP-000005,processing,MENTIONS,0.55
DOC-000425,TOP-000001,production,MENTIONS,0.55
DOC-000425,TOP-000016,standards,MENTIONS,0.55
DOC-000425,TOP-000007,storage,MENTIONS,0.55
DOC-000425,TOP-000003,terroir,MENTIONS,0.55
DOC-000426,TOP-000009,chemistry,CORE,0.94
DOC-000426,TOP-000006,fermentation,CORE,0.94
DOC-000426,TOP-000010,microbiology,CORE,0.91
DOC-000426,TOP-000008,sensory,SUBSTANTIVE,0.76
DOC-000426,TOP-000002,cultivar,MENTIONS,0.55
DOC-000426,TOP-000014,culture,MENTIONS,0.55
DOC-000426,TOP-000013,geography,MENTIONS,0.55
DOC-000426,TOP-000005,processing,MENTIONS,0.55
DOC-000426,TOP-000001,production,MENTIONS,0.55
DOC-000427,TOP-000014,culture,SUBSTANTIVE,0.7200000000000001
DOC-000427,TOP-000002,cultivar,MENTIONS,0.55
DOC-000427,TOP-000013,geography,MENTIONS,0.55
DOC-000427,TOP-000015,industry,MENTIONS,0.55
DOC-000427,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000427,TOP-000005,processing,MENTIONS,0.55
DOC-000427,TOP-000008,sensory,MENTIONS,0.55
DOC-000427,TOP-000016,standards,MENTIONS,0.55
DOC-000427,TOP-000003,terroir,MENTIONS,0.55
DOC-000428,TOP-000009,chemistry,CORE,0.91
DOC-000428,TOP-000005,processing,CORE,0.91
DOC-000428,TOP-000008,sensory,CORE,0.94
DOC-000428,TOP-000002,cultivar,MENTIONS,0.55
DOC-000428,TOP-000006,fermentation,MENTIONS,0.55
DOC-000428,TOP-000013,geography,MENTIONS,0.55
DOC-000428,TOP-000001,production,MENTIONS,0.55
DOC-000428,TOP-000016,standards,MENTIONS,0.55
DOC-000428,TOP-000007,storage,MENTIONS,0.55
DOC-000429,TOP-000006,fermentation,SUBSTANTIVE,0.76
DOC-000429,TOP-000009,chemistry,MENTIONS,0.55
DOC-000429,TOP-000002,cultivar,MENTIONS,0.55
DOC-000429,TOP-000014,culture,MENTIONS,0.55
DOC-000429,TOP-000013,geography,MENTIONS,0.55
DOC-000429,TOP-000005,processing,MENTIONS,0.55
DOC-000429,TOP-000001,production,MENTIONS,0.55
DOC-000429,TOP-000011,safety,MENTIONS,0.55
DOC-000430,TOP-000009,chemistry,MENTIONS,0.55
DOC-000430,TOP-000002,cultivar,MENTIONS,0.55
DOC-000430,TOP-000014,culture,MENTIONS,0.55
DOC-000430,TOP-000006,fermentation,MENTIONS,0.55
DOC-000430,TOP-000013,geography,MENTIONS,0.55
DOC-000430,TOP-000012,history,MENTIONS,0.55
DOC-000430,TOP-000010,microbiology,MENTIONS,0.55
DOC-000430,TOP-000008,sensory,MENTIONS,0.55
DOC-000430,TOP-000016,standards,MENTIONS,0.55
DOC-000430,TOP-000007,storage,MENTIONS,0.55
DOC-000431,TOP-000013,geography,CORE,0.94
DOC-000431,TOP-000002,cultivar,MENTIONS,0.55
DOC-000431,TOP-000015,industry,MENTIONS,0.55
DOC-000431,TOP-000005,processing,MENTIONS,0.55
DOC-000431,TOP-000001,production,MENTIONS,0.55
DOC-000431,TOP-000016,standards,MENTIONS,0.55
DOC-000431,TOP-000007,storage,MENTIONS,0.55
DOC-000431,TOP-000003,terroir,MENTIONS,0.55
DOC-000432,TOP-000006,fermentation,CORE,0.91
DOC-000432,TOP-000008,sensory,CORE,0.91
DOC-000432,TOP-000009,chemistry,MENTIONS,0.55
DOC-000432,TOP-000013,geography,MENTIONS,0.55
DOC-000432,TOP-000015,industry,MENTIONS,0.55
DOC-000432,TOP-000010,microbiology,MENTIONS,0.55
DOC-000432,TOP-000005,processing,MENTIONS,0.55
DOC-000432,TOP-000016,standards,MENTIONS,0.55
DOC-000433,TOP-000006,fermentation,CORE,0.91
DOC-000433,TOP-000011,safety,CORE,0.94
DOC-000433,TOP-000009,chemistry,SUBSTANTIVE,0.76
DOC-000433,TOP-000002,cultivar,MENTIONS,0.55
DOC-000433,TOP-000013,geography,MENTIONS,0.55
DOC-000433,TOP-000012,history,MENTIONS,0.55
DOC-000433,TOP-000015,industry,MENTIONS,0.55
DOC-000433,TOP-000005,processing,MENTIONS,0.55
DOC-000433,TOP-000001,production,MENTIONS,0.55
DOC-000433,TOP-000008,sensory,MENTIONS,0.55
DOC-000433,TOP-000016,standards,MENTIONS,0.55
DOC-000433,TOP-000003,terroir,MENTIONS,0.55
DOC-000434,TOP-000006,fermentation,CORE,0.91
DOC-000434,TOP-000008,sensory,CORE,0.91
DOC-000434,TOP-000009,chemistry,SUBSTANTIVE,0.8
DOC-000434,TOP-000010,microbiology,SUBSTANTIVE,0.76
DOC-000434,TOP-000002,cultivar,MENTIONS,0.55
DOC-000434,TOP-000014,culture,MENTIONS,0.55
DOC-000434,TOP-000013,geography,MENTIONS,0.55
DOC-000434,TOP-000015,industry,MENTIONS,0.55
DOC-000434,TOP-000005,processing,MENTIONS,0.55
DOC-000434,TOP-000001,production,MENTIONS,0.55
DOC-000434,TOP-000016,standards,MENTIONS,0.55
DOC-000435,TOP-000009,chemistry,CORE,0.94
DOC-000435,TOP-000006,fermentation,CORE,0.91
DOC-000435,TOP-000008,sensory,SUBSTANTIVE,0.76
DOC-000435,TOP-000002,cultivar,MENTIONS,0.55
DOC-000435,TOP-000013,geography,MENTIONS,0.55
DOC-000435,TOP-000012,history,MENTIONS,0.55
DOC-000435,TOP-000015,industry,MENTIONS,0.55
DOC-000435,TOP-000010,microbiology,MENTIONS,0.55
DOC-000435,TOP-000005,processing,MENTIONS,0.55
DOC-000435,TOP-000001,production,MENTIONS,0.55
DOC-000435,TOP-000016,standards,MENTIONS,0.55
DOC-000437,TOP-000009,chemistry,SUBSTANTIVE,0.7200000000000001
DOC-000437,TOP-000013,geography,MENTIONS,0.55
DOC-000437,TOP-000015,industry,MENTIONS,0.55
DOC-000437,TOP-000010,microbiology,MENTIONS,0.55
DOC-000437,TOP-000001,production,MENTIONS,0.55
DOC-000437,TOP-000008,sensory,MENTIONS,0.55
DOC-000437,TOP-000016,standards,MENTIONS,0.55
DOC-000437,TOP-000007,storage,MENTIONS,0.55
DOC-000438,TOP-000008,sensory,CORE,0.91
DOC-000438,TOP-000009,chemistry,MENTIONS,0.55
DOC-000438,TOP-000002,cultivar,MENTIONS,0.55
DOC-000438,TOP-000013,geography,MENTIONS,0.55
DOC-000438,TOP-000015,industry,MENTIONS,0.55
DOC-000438,TOP-000010,microbiology,MENTIONS,0.55
DOC-000438,TOP-000005,processing,MENTIONS,0.55
DOC-000438,TOP-000001,production,MENTIONS,0.55
DOC-000438,TOP-000016,standards,MENTIONS,0.55
DOC-000439,TOP-000007,storage,CORE,0.91
DOC-000439,TOP-000006,fermentation,MENTIONS,0.55
DOC-000439,TOP-000013,geography,MENTIONS,0.55
DOC-000439,TOP-000016,standards,MENTIONS,0.55
DOC-000440,TOP-000009,chemistry,MENTIONS,0.55
DOC-000440,TOP-000014,culture,MENTIONS,0.55
DOC-000440,TOP-000013,geography,MENTIONS,0.55
DOC-000440,TOP-000010,microbiology,MENTIONS,0.55
DOC-000440,TOP-000005,processing,MENTIONS,0.55
DOC-000440,TOP-000008,sensory,MENTIONS,0.55
DOC-000441,TOP-000009,chemistry,CORE,0.91
DOC-000441,TOP-000010,microbiology,SUBSTANTIVE,0.76
DOC-000441,TOP-000002,cultivar,MENTIONS,0.55
DOC-000441,TOP-000014,culture,MENTIONS,0.55
DOC-000441,TOP-000006,fermentation,MENTIONS,0.55
DOC-000441,TOP-000013,geography,MENTIONS,0.55
DOC-000441,TOP-000005,processing,MENTIONS,0.55
DOC-000441,TOP-000001,production,MENTIONS,0.55
DOC-000441,TOP-000016,standards,MENTIONS,0.55
DOC-000442,TOP-000005,processing,CORE,0.91
DOC-000442,TOP-000009,chemistry,MENTIONS,0.55
DOC-000442,TOP-000006,fermentation,MENTIONS,0.55
DOC-000442,TOP-000013,geography,MENTIONS,0.55
DOC-000442,TOP-000012,history,MENTIONS,0.55
DOC-000442,TOP-000010,microbiology,MENTIONS,0.55
DOC-000442,TOP-000011,safety,MENTIONS,0.55
DOC-000442,TOP-000008,sensory,MENTIONS,0.55
DOC-000442,TOP-000016,standards,MENTIONS,0.55
DOC-000443,TOP-000013,geography,CORE,0.91
DOC-000443,TOP-000003,terroir,CORE,0.91
DOC-000443,TOP-000002,cultivar,MENTIONS,0.55
DOC-000443,TOP-000015,industry,MENTIONS,0.55
DOC-000443,TOP-000001,production,MENTIONS,0.55
DOC-000443,TOP-000016,standards,MENTIONS,0.55
DOC-000443,TOP-000007,storage,MENTIONS,0.55
DOC-000444,TOP-000013,geography,SUBSTANTIVE,0.76
DOC-000444,TOP-000009,chemistry,MENTIONS,0.55
DOC-000444,TOP-000014,culture,MENTIONS,0.55
DOC-000444,TOP-000015,industry,MENTIONS,0.55
DOC-000444,TOP-000005,processing,MENTIONS,0.55
DOC-000444,TOP-000001,production,MENTIONS,0.55
DOC-000444,TOP-000011,safety,MENTIONS,0.55
DOC-000444,TOP-000008,sensory,MENTIONS,0.55
DOC-000444,TOP-000016,standards,MENTIONS,0.55
DOC-000444,TOP-000007,storage,MENTIONS,0.55
DOC-000444,TOP-000003,terroir,MENTIONS,0.55
DOC-000445,TOP-000009,chemistry,MENTIONS,0.55
DOC-000445,TOP-000014,culture,MENTIONS,0.55
DOC-000445,TOP-000006,fermentation,MENTIONS,0.55
DOC-000445,TOP-000013,geography,MENTIONS,0.55
DOC-000445,TOP-000015,industry,MENTIONS,0.55
DOC-000445,TOP-000005,processing,MENTIONS,0.55
DOC-000445,TOP-000011,safety,MENTIONS,0.55
DOC-000445,TOP-000016,standards,MENTIONS,0.55
DOC-000446,TOP-000011,safety,CORE,0.94
DOC-000446,TOP-000007,storage,CORE,0.91
DOC-000446,TOP-000009,chemistry,MENTIONS,0.55
DOC-000446,TOP-000006,fermentation,MENTIONS,0.55
DOC-000446,TOP-000013,geography,MENTIONS,0.55
DOC-000446,TOP-000015,industry,MENTIONS,0.55
DOC-000446,TOP-000010,microbiology,MENTIONS,0.55
DOC-000446,TOP-000005,processing,MENTIONS,0.55
DOC-000446,TOP-000001,production,MENTIONS,0.55
DOC-000446,TOP-000008,sensory,MENTIONS,0.55
DOC-000446,TOP-000016,standards,MENTIONS,0.55
DOC-000447,TOP-000005,processing,CORE,0.91
DOC-000447,TOP-000008,sensory,SUBSTANTIVE,0.8400000000000001
DOC-000447,TOP-000006,fermentation,MENTIONS,0.55
DOC-000447,TOP-000013,geography,MENTIONS,0.55
DOC-000447,TOP-000015,industry,MENTIONS,0.55
DOC-000447,TOP-000001,production,MENTIONS,0.55
DOC-000447,TOP-000016,standards,MENTIONS,0.55
DOC-000448,TOP-000002,cultivar,CORE,0.91
DOC-000448,TOP-000015,industry,SUBSTANTIVE,0.76
DOC-000448,TOP-000003,terroir,SUBSTANTIVE,0.76
DOC-000448,TOP-000014,culture,MENTIONS,0.55
DOC-000448,TOP-000006,fermentation,MENTIONS,0.55
DOC-000448,TOP-000013,geography,MENTIONS,0.55
DOC-000448,TOP-000012,history,MENTIONS,0.55
DOC-000448,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000448,TOP-000005,processing,MENTIONS,0.55
DOC-000448,TOP-000001,production,MENTIONS,0.55
DOC-000448,TOP-000016,standards,MENTIONS,0.55
DOC-000449,TOP-000008,sensory,CORE,0.94
DOC-000449,TOP-000003,terroir,CORE,0.91
DOC-000449,TOP-000009,chemistry,MENTIONS,0.55
DOC-000449,TOP-000002,cultivar,MENTIONS,0.55
DOC-000449,TOP-000013,geography,MENTIONS,0.55
DOC-000449,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000449,TOP-000005,processing,MENTIONS,0.55
DOC-000449,TOP-000001,production,MENTIONS,0.55
DOC-000449,TOP-000016,standards,MENTIONS,0.55
DOC-000450,TOP-000009,chemistry,SUBSTANTIVE,0.8
DOC-000450,TOP-000002,cultivar,MENTIONS,0.55
DOC-000450,TOP-000006,fermentation,MENTIONS,0.55
DOC-000450,TOP-000013,geography,MENTIONS,0.55
DOC-000450,TOP-000012,history,MENTIONS,0.55
DOC-000450,TOP-000010,microbiology,MENTIONS,0.55
DOC-000450,TOP-000005,processing,MENTIONS,0.55
DOC-000450,TOP-000008,sensory,MENTIONS,0.55
DOC-000450,TOP-000016,standards,MENTIONS,0.55
DOC-000451,TOP-000002,cultivar,MENTIONS,0.55
DOC-000451,TOP-000014,culture,MENTIONS,0.55
DOC-000451,TOP-000006,fermentation,MENTIONS,0.55
DOC-000451,TOP-000013,geography,MENTIONS,0.55
DOC-000451,TOP-000015,industry,MENTIONS,0.55
DOC-000451,TOP-000005,processing,MENTIONS,0.55
DOC-000451,TOP-000016,standards,MENTIONS,0.55
DOC-000452,TOP-000009,chemistry,CORE,0.91
DOC-000452,TOP-000006,fermentation,CORE,0.91
DOC-000452,TOP-000010,microbiology,CORE,0.91
DOC-000452,TOP-000013,geography,MENTIONS,0.55
DOC-000452,TOP-000012,history,MENTIONS,0.55
DOC-000452,TOP-000015,industry,MENTIONS,0.55
DOC-000452,TOP-000001,production,MENTIONS,0.55
DOC-000452,TOP-000016,standards,MENTIONS,0.55
DOC-000453,TOP-000008,sensory,CORE,0.94
DOC-000453,TOP-000007,storage,CORE,0.91
DOC-000453,TOP-000009,chemistry,SUBSTANTIVE,0.76
DOC-000453,TOP-000013,geography,MENTIONS,0.55
DOC-000453,TOP-000015,industry,MENTIONS,0.55
DOC-000453,TOP-000005,processing,MENTIONS,0.55
DOC-000453,TOP-000001,production,MENTIONS,0.55
DOC-000453,TOP-000016,standards,MENTIONS,0.55
DOC-000454,TOP-000009,chemistry,MENTIONS,0.55
DOC-000454,TOP-000014,culture,MENTIONS,0.55
DOC-000454,TOP-000006,fermentation,MENTIONS,0.55
DOC-000454,TOP-000013,geography,MENTIONS,0.55
DOC-000454,TOP-000007,storage,MENTIONS,0.55
DOC-000455,TOP-000009,chemistry,SUBSTANTIVE,0.76
DOC-000455,TOP-000014,culture,MENTIONS,0.55
DOC-000455,TOP-000006,fermentation,MENTIONS,0.55
DOC-000455,TOP-000013,geography,MENTIONS,0.55
DOC-000455,TOP-000005,processing,MENTIONS,0.55
DOC-000455,TOP-000007,storage,MENTIONS,0.55
DOC-000456,TOP-000013,geography,CORE,0.91
DOC-000456,TOP-000011,safety,CORE,0.91
DOC-000456,TOP-000002,cultivar,MENTIONS,0.55
DOC-000456,TOP-000001,production,MENTIONS,0.55
DOC-000456,TOP-000016,standards,MENTIONS,0.55
DOC-000457,TOP-000002,cultivar,MENTIONS,0.55
DOC-000457,TOP-000014,culture,MENTIONS,0.55
DOC-000457,TOP-000006,fermentation,MENTIONS,0.55
DOC-000457,TOP-000013,geography,MENTIONS,0.55
DOC-000457,TOP-000012,history,MENTIONS,0.55
DOC-000457,TOP-000005,processing,MENTIONS,0.55
DOC-000457,TOP-000001,production,MENTIONS,0.55
DOC-000457,TOP-000016,standards,MENTIONS,0.55
DOC-000458,TOP-000013,geography,CORE,0.91
DOC-000458,TOP-000005,processing,CORE,0.91
DOC-000458,TOP-000016,standards,SUBSTANTIVE,0.76
DOC-000458,TOP-000002,cultivar,MENTIONS,0.55
DOC-000458,TOP-000006,fermentation,MENTIONS,0.55
DOC-000458,TOP-000015,industry,MENTIONS,0.55
DOC-000458,TOP-000001,production,MENTIONS,0.55
DOC-000458,TOP-000008,sensory,MENTIONS,0.55
DOC-000458,TOP-000003,terroir,MENTIONS,0.55
DOC-000459,TOP-000006,fermentation,MENTIONS,0.55
DOC-000459,TOP-000013,geography,MENTIONS,0.55
DOC-000459,TOP-000012,history,MENTIONS,0.55
DOC-000459,TOP-000005,processing,MENTIONS,0.55
DOC-000459,TOP-000001,production,MENTIONS,0.55
DOC-000459,TOP-000008,sensory,MENTIONS,0.55
DOC-000459,TOP-000016,standards,MENTIONS,0.55
DOC-000460,TOP-000011,safety,CORE,0.91
DOC-000460,TOP-000009,chemistry,MENTIONS,0.55
DOC-000460,TOP-000002,cultivar,MENTIONS,0.55
DOC-000460,TOP-000006,fermentation,MENTIONS,0.55
DOC-000460,TOP-000013,geography,MENTIONS,0.55
DOC-000460,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000460,TOP-000005,processing,MENTIONS,0.55
DOC-000460,TOP-000001,production,MENTIONS,0.55
DOC-000460,TOP-000008,sensory,MENTIONS,0.55
DOC-000460,TOP-000016,standards,MENTIONS,0.55
DOC-000460,TOP-000007,storage,MENTIONS,0.55
DOC-000461,TOP-000008,sensory,CORE,0.91
DOC-000461,TOP-000007,storage,CORE,0.91
DOC-000461,TOP-000009,chemistry,SUBSTANTIVE,0.76
DOC-000461,TOP-000002,cultivar,MENTIONS,0.55
DOC-000461,TOP-000006,fermentation,MENTIONS,0.55
DOC-000461,TOP-000013,geography,MENTIONS,0.55
DOC-000461,TOP-000010,microbiology,MENTIONS,0.55
DOC-000461,TOP-000005,processing,MENTIONS,0.55
DOC-000461,TOP-000001,production,MENTIONS,0.55
DOC-000461,TOP-000016,standards,MENTIONS,0.55
DOC-000462,TOP-000009,chemistry,CORE,0.91
DOC-000462,TOP-000005,processing,CORE,0.91
DOC-000462,TOP-000002,cultivar,MENTIONS,0.55
DOC-000462,TOP-000006,fermentation,MENTIONS,0.55
DOC-000462,TOP-000013,geography,MENTIONS,0.55
DOC-000462,TOP-000015,industry,MENTIONS,0.55
DOC-000462,TOP-000010,microbiology,MENTIONS,0.55
DOC-000462,TOP-000001,production,MENTIONS,0.55
DOC-000462,TOP-000008,sensory,MENTIONS,0.55
DOC-000463,TOP-000016,standards,CORE,0.91
DOC-000463,TOP-000015,industry,SUBSTANTIVE,0.76
DOC-000463,TOP-000013,geography,MENTIONS,0.55
DOC-000463,TOP-000005,processing,MENTIONS,0.55
DOC-000463,TOP-000001,production,MENTIONS,0.55
DOC-000463,TOP-000011,safety,MENTIONS,0.55
DOC-000463,TOP-000007,storage,MENTIONS,0.55
DOC-000464,TOP-000009,chemistry,CORE,0.91
DOC-000464,TOP-000010,microbiology,CORE,0.91
DOC-000464,TOP-000002,cultivar,MENTIONS,0.55
DOC-000464,TOP-000006,fermentation,MENTIONS,0.55
DOC-000464,TOP-000013,geography,MENTIONS,0.55
DOC-000464,TOP-000015,industry,MENTIONS,0.55
DOC-000464,TOP-000008,sensory,MENTIONS,0.55
DOC-000464,TOP-000016,standards,MENTIONS,0.55
DOC-000464,TOP-000003,terroir,MENTIONS,0.55
DOC-000465,TOP-000014,culture,CORE,0.91
DOC-000465,TOP-000002,cultivar,MENTIONS,0.55
DOC-000465,TOP-000013,geography,MENTIONS,0.55
DOC-000465,TOP-000012,history,MENTIONS,0.55
DOC-000465,TOP-000015,industry,MENTIONS,0.55
DOC-000465,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000465,TOP-000003,terroir,MENTIONS,0.55
DOC-000466,TOP-000008,sensory,SUBSTANTIVE,0.8400000000000001
DOC-000466,TOP-000009,chemistry,MENTIONS,0.55
DOC-000466,TOP-000006,fermentation,MENTIONS,0.55
DOC-000466,TOP-000013,geography,MENTIONS,0.55
DOC-000466,TOP-000015,industry,MENTIONS,0.55
DOC-000466,TOP-000010,microbiology,MENTIONS,0.55
DOC-000466,TOP-000005,processing,MENTIONS,0.55
DOC-000466,TOP-000001,production,MENTIONS,0.55
DOC-000466,TOP-000016,standards,MENTIONS,0.55
DOC-000467,TOP-000010,microbiology,CORE,0.91
DOC-000467,TOP-000009,chemistry,MENTIONS,0.55
DOC-000467,TOP-000014,culture,MENTIONS,0.55
DOC-000467,TOP-000001,production,MENTIONS,0.55
DOC-000467,TOP-000008,sensory,MENTIONS,0.55
DOC-000467,TOP-000016,standards,MENTIONS,0.55
DOC-000468,TOP-000013,geography,MENTIONS,0.55
DOC-000468,TOP-000015,industry,MENTIONS,0.55
DOC-000468,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000468,TOP-000005,processing,MENTIONS,0.55
DOC-000468,TOP-000001,production,MENTIONS,0.55
DOC-000468,TOP-000016,standards,MENTIONS,0.55
DOC-000468,TOP-000003,terroir,MENTIONS,0.55
DOC-000469,TOP-000010,microbiology,CORE,0.91
DOC-000469,TOP-000009,chemistry,MENTIONS,0.55
DOC-000469,TOP-000006,fermentation,MENTIONS,0.55
DOC-000469,TOP-000013,geography,MENTIONS,0.55
DOC-000469,TOP-000015,industry,MENTIONS,0.55
DOC-000469,TOP-000001,production,MENTIONS,0.55
DOC-000469,TOP-000016,standards,MENTIONS,0.55
DOC-000469,TOP-000007,storage,MENTIONS,0.55
DOC-000470,TOP-000013,geography,CORE,0.91
DOC-000470,TOP-000010,microbiology,SUBSTANTIVE,0.76
DOC-000470,TOP-000002,cultivar,MENTIONS,0.55
DOC-000470,TOP-000014,culture,MENTIONS,0.55
DOC-000470,TOP-000012,history,MENTIONS,0.55
DOC-000470,TOP-000015,industry,MENTIONS,0.55
DOC-000470,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000470,TOP-000005,processing,MENTIONS,0.55
DOC-000470,TOP-000001,production,MENTIONS,0.55
DOC-000470,TOP-000008,sensory,MENTIONS,0.55
DOC-000470,TOP-000007,storage,MENTIONS,0.55
DOC-000470,TOP-000003,terroir,MENTIONS,0.55
DOC-000471,TOP-000002,cultivar,MENTIONS,0.55
DOC-000471,TOP-000006,fermentation,MENTIONS,0.55
DOC-000471,TOP-000013,geography,MENTIONS,0.55
DOC-000471,TOP-000016,standards,MENTIONS,0.55
DOC-000471,TOP-000007,storage,MENTIONS,0.55
DOC-000472,TOP-000008,sensory,CORE,0.91
DOC-000472,TOP-000002,cultivar,MENTIONS,0.55
DOC-000472,TOP-000006,fermentation,MENTIONS,0.55
DOC-000472,TOP-000013,geography,MENTIONS,0.55
DOC-000472,TOP-000015,industry,MENTIONS,0.55
DOC-000472,TOP-000005,processing,MENTIONS,0.55
DOC-000472,TOP-000016,standards,MENTIONS,0.55
DOC-000472,TOP-000007,storage,MENTIONS,0.55
DOC-000473,TOP-000009,chemistry,CORE,0.91
DOC-000473,TOP-000002,cultivar,MENTIONS,0.55
DOC-000473,TOP-000013,geography,MENTIONS,0.55
DOC-000473,TOP-000015,industry,MENTIONS,0.55
DOC-000473,TOP-000005,processing,MENTIONS,0.55
DOC-000473,TOP-000001,production,MENTIONS,0.55
DOC-000473,TOP-000011,safety,MENTIONS,0.55
DOC-000473,TOP-000008,sensory,MENTIONS,0.55
DOC-000473,TOP-000016,standards,MENTIONS,0.55
DOC-000473,TOP-000007,storage,MENTIONS,0.55
DOC-000473,TOP-000003,terroir,MENTIONS,0.55
DOC-000474,TOP-000002,cultivar,MENTIONS,0.55
DOC-000474,TOP-000006,fermentation,MENTIONS,0.55
DOC-000474,TOP-000013,geography,MENTIONS,0.55
DOC-000474,TOP-000015,industry,MENTIONS,0.55
DOC-000474,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000474,TOP-000005,processing,MENTIONS,0.55
DOC-000474,TOP-000001,production,MENTIONS,0.55
DOC-000474,TOP-000008,sensory,MENTIONS,0.55
DOC-000474,TOP-000007,storage,MENTIONS,0.55
DOC-000475,TOP-000009,chemistry,CORE,0.91
DOC-000475,TOP-000002,cultivar,MENTIONS,0.55
DOC-000475,TOP-000006,fermentation,MENTIONS,0.55
DOC-000475,TOP-000013,geography,MENTIONS,0.55
DOC-000475,TOP-000015,industry,MENTIONS,0.55
DOC-000475,TOP-000016,standards,MENTIONS,0.55
DOC-000476,TOP-000002,cultivar,MENTIONS,0.55
DOC-000476,TOP-000014,culture,MENTIONS,0.55
DOC-000476,TOP-000006,fermentation,MENTIONS,0.55
DOC-000476,TOP-000010,microbiology,MENTIONS,0.55
DOC-000476,TOP-000005,processing,MENTIONS,0.55
DOC-000476,TOP-000001,production,MENTIONS,0.55
DOC-000476,TOP-000008,sensory,MENTIONS,0.55
DOC-000476,TOP-000016,standards,MENTIONS,0.55
DOC-000477,TOP-000009,chemistry,MENTIONS,0.55
DOC-000477,TOP-000002,cultivar,MENTIONS,0.55
DOC-000477,TOP-000014,culture,MENTIONS,0.55
DOC-000477,TOP-000013,geography,MENTIONS,0.55
DOC-000477,TOP-000015,industry,MENTIONS,0.55
DOC-000477,TOP-000001,production,MENTIONS,0.55
DOC-000477,TOP-000016,standards,MENTIONS,0.55
DOC-000477,TOP-000007,storage,MENTIONS,0.55
DOC-000478,TOP-000006,fermentation,CORE,0.91
DOC-000478,TOP-000008,sensory,CORE,0.91
DOC-000478,TOP-000009,chemistry,SUBSTANTIVE,0.8400000000000001
DOC-000478,TOP-000010,microbiology,SUBSTANTIVE,0.8
DOC-000478,TOP-000002,cultivar,MENTIONS,0.55
