person_id,display_name,primary_institution,relevant_work_count,identity_notes,identifiers,official_page,conflict_notes,reviewed_at
PER-004433,Kaloyan Georgiev,Medical University of Varna,4,主要機構只按本庫中 4 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5087576643"", ""orcid"": ""https://orcid.org/0000-0003-1839-1452""}",https://orcid.org/0000-0003-1839-1452,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004260,Kewei Xu,Sichuan University of Science and Engineering,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100440756"", ""orcid"": ""https://orcid.org/0009-0004-1276-0450""}",https://orcid.org/0009-0004-1276-0450,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004027,Lei Li,Yunnan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5056186496"", ""orcid"": null}",https://openalex.org/A5056186496,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004410,Lei Zhao,Yunnan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5085882133"", ""orcid"": ""https://orcid.org/0000-0002-6411-3157""}",https://orcid.org/0000-0002-6411-3157,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000586,Lesław Juszczak,University of Agriculture in Krakow,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5069895945"", ""orcid"": ""https://orcid.org/0000-0001-7933-1889""}",https://orcid.org/0000-0001-7933-1889,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001321,Liang Song,Xishuangbanna Tropical Botanical Garden,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 50%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5114078966"", ""orcid"": ""https://orcid.org/0000-0002-1452-9939""}",https://orcid.org/0000-0002-1452-9939,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004116,Liang Yan,Puer University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 58%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100620858"", ""orcid"": ""https://orcid.org/0000-0003-4339-2684""}",https://orcid.org/0000-0003-4339-2684,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000638,Liang Zhang,Anhui Agricultural University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 54%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100425187"", ""orcid"": ""https://orcid.org/0000-0002-2279-2657""}",https://orcid.org/0000-0002-2279-2657,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004331,Lianzhou Jiang,Northeast Agricultural University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5113801576"", ""orcid"": null}",https://openalex.org/A5113801576,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000419,Lijiao Chen,Yunnan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5103186287"", ""orcid"": ""https://orcid.org/0000-0002-5462-800X""}",https://orcid.org/0000-0002-5462-800X,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004205,Lili Qian,Heilongjiang Bayi Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5101552163"", ""orcid"": ""https://orcid.org/0000-0003-3012-2511""}",https://orcid.org/0000-0003-3012-2511,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004327,Lina Sun,Northeast Agricultural University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5104190434"", ""orcid"": null}",https://openalex.org/A5104190434,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004417,Lingyun Yao,Shanghai Institute of Technology,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 67%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5078090204"", ""orcid"": ""https://orcid.org/0000-0002-7469-635X""}",https://orcid.org/0000-0002-7469-635X,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004258,Linman Li,Sichuan University of Science and Engineering,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5101995712"", ""orcid"": ""https://orcid.org/0000-0002-5002-1331""}",https://orcid.org/0000-0002-5002-1331,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001888,Lunzhao Yi,Kunming University of Science and Technology,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5074633876"", ""orcid"": ""https://orcid.org/0000-0002-1111-1510""}",https://orcid.org/0000-0002-1111-1510,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004256,Manli He,Southwest Medical University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5077152639"", ""orcid"": null}",https://openalex.org/A5077152639,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004444,Małgorzata Zimowska,"Jerzy Haber Institute of Catalysis and Surface Chemistry, Polish Academy of Sciences",2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5042377851"", ""orcid"": ""https://orcid.org/0000-0002-6021-2932""}",https://orcid.org/0000-0002-6021-2932,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004342,Mengdi Guan,Kunming University of Science and Technology,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5111115677"", ""orcid"": null}",https://openalex.org/A5111115677,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004113,Miaomiao Zhao,Yunnan University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 50%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5045108124"", ""orcid"": ""https://orcid.org/0000-0002-4671-2463""}",https://orcid.org/0000-0002-4671-2463,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001418,Ming Lian,Kunming University of Science and Technology,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 63%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5071416963"", ""orcid"": ""https://orcid.org/0000-0003-4286-0001""}",https://orcid.org/0000-0003-4286-0001,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004203,Mingming Chen,Heilongjiang Bayi Agricultural University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 60%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5103286605"", ""orcid"": ""https://orcid.org/0009-0002-0292-0102""}",https://orcid.org/0009-0002-0292-0102,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000584,Paweł Krzyściak,Jagiellonian University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5017175395"", ""orcid"": ""https://orcid.org/0000-0002-2554-9409""}",https://orcid.org/0000-0002-2554-9409,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004063,Ping Liang,Yunnan Agricultural University,4,主要機構只按本庫中 4 篇普洱茶相關作品的作者機構統計推定（加權占比 80%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5128419100"", ""orcid"": null}",https://openalex.org/A5128419100,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004262,Puyu Zhang,Sichuan University of Science and Engineering,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5026383788"", ""orcid"": ""https://orcid.org/0000-0002-6515-4575""}",https://orcid.org/0000-0002-6515-4575,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000646,Qin Li,Hunan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5103326128"", ""orcid"": ""https://orcid.org/0000-0001-9976-8236""}",https://orcid.org/0000-0001-9976-8236,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000758,Qingxiong Meng,Kunming University of Science and Technology,4,主要機構只按本庫中 4 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5108580502"", ""orcid"": null}",https://openalex.org/A5108580502,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001468,Qiuyue Chen,Yunnan Agricultural University,5,主要機構只按本庫中 5 篇普洱茶相關作品的作者機構統計推定（加權占比 83%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5067162914"", ""orcid"": ""https://orcid.org/0000-0002-3304-8321""}",https://orcid.org/0000-0002-3304-8321,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001694,Qiwan Li,Institute of Quality Standards and Testing Technology for Agro Products,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5016703727"", ""orcid"": null}",https://openalex.org/A5016703727,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001399,Ren Xiaoying,Yunnan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 50%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5073527317"", ""orcid"": null}",https://openalex.org/A5073527317,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001322,Rui‐Chang Quan,Xishuangbanna Tropical Botanical Garden,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5050637851"", ""orcid"": ""https://orcid.org/0000-0003-0777-700X""}",https://orcid.org/0000-0003-0777-700X,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001466,Ruoyu Li,Yunnan Agricultural University,6,主要機構只按本庫中 6 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100713348"", ""orcid"": ""https://orcid.org/0000-0002-5233-8367""}",https://orcid.org/0000-0002-5233-8367,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000008,Sha Lei,Shanghai Jiao Tong University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 50%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100608612"", ""orcid"": ""https://orcid.org/0000-0003-0211-4987""}",https://orcid.org/0000-0003-0211-4987,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004261,Shan Mo,Sichuan University of Science and Engineering,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5075498763"", ""orcid"": ""https://orcid.org/0000-0002-7189-0923""}",https://orcid.org/0000-0002-7189-0923,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000996,Shao WanFang,Yunnan Agricultural University,4,主要機構只按本庫中 4 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5075835992"", ""orcid"": null}",https://openalex.org/A5075835992,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000753,Shidong Lv,Kunming University of Science and Technology,6,主要機構只按本庫中 6 篇普洱茶相關作品的作者機構統計推定（加權占比 52%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5035486398"", ""orcid"": null}",https://openalex.org/A5035486398,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-002014,Shiqiang He,Southwest University,10,主要機構只按本庫中 10 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5112910623"", ""orcid"": null}",https://openalex.org/A5112910623,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001320,Shi‐Shun Zhou,Xishuangbanna Tropical Botanical Garden,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 60%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5040993534"", ""orcid"": ""https://orcid.org/0000-0001-8935-542X""}",https://orcid.org/0000-0001-8935-542X,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000009,Shouli Wang,Shanghai Jiao Tong University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 50%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5037575379"", ""orcid"": ""https://orcid.org/0000-0001-7958-1757""}",https://orcid.org/0000-0001-7958-1757,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000719,Shuangmei Duan,Yunnan Agricultural University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5011431361"", ""orcid"": null}",https://openalex.org/A5011431361,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004250,Shuhei Hayashi,Hyogo Medical University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5090154320"", ""orcid"": ""https://orcid.org/0000-0001-7004-7339""}",https://orcid.org/0000-0001-7004-7339,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001494,Shumei Hao,Yunnan University,4,主要機構只按本庫中 4 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100538445"", ""orcid"": null}",https://openalex.org/A5100538445,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004345,Siyu Li,Kunming University of Science and Technology,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100436433"", ""orcid"": ""https://orcid.org/0000-0002-2205-7556""}",https://orcid.org/0000-0002-2205-7556,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004421,Tao Feng,Shanghai Institute of Technology,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5038349603"", ""orcid"": ""https://orcid.org/0000-0001-5582-4419""}",https://orcid.org/0000-0001-5582-4419,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004016,Tao Xia,Anhui Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100623729"", ""orcid"": ""https://orcid.org/0000-0002-3940-688X""}",https://orcid.org/0000-0002-3940-688X,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000005,Wangyi Zhou,Tasly Holding Group (China),3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 75%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5058610045"", ""orcid"": null}",https://openalex.org/A5058610045,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004102,Wanling Xiao,Hunan Agricultural University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5113424586"", ""orcid"": null}",https://openalex.org/A5113424586,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001536,Wei Shi,Jilin University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 55%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100625677"", ""orcid"": ""https://orcid.org/0000-0002-2127-3169""}",https://orcid.org/0000-0002-2127-3169,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004230,Wen Xu,Guangzhou University of Chinese Medicine,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 65%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5009946707"", ""orcid"": ""https://orcid.org/0000-0002-3913-3607""}",https://orcid.org/0000-0002-3913-3607,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004329,Wendie Gan,Northeast Agricultural University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5105753571"", ""orcid"": null}",https://openalex.org/A5105753571,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001857,Wenshu Peng,Yunnan University,7,主要機構只按本庫中 7 篇普洱茶相關作品的作者機構統計推定（加權占比 46%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5052049845"", ""orcid"": null}",https://openalex.org/A5052049845,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000721,Wenxia Yuan,Yunnan Agricultural University,6,主要機構只按本庫中 6 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5002264109"", ""orcid"": ""https://orcid.org/0000-0002-3521-3538""}",https://orcid.org/0000-0002-3521-3538,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004251,Xianbin Cai,Hyogo Medical University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5071813802"", ""orcid"": ""https://orcid.org/0000-0002-3967-8666""}",https://orcid.org/0000-0002-3967-8666,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001687,Xiangzhong Huang,Minzu University of China,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 67%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5062192347"", ""orcid"": null}",https://openalex.org/A5062192347,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000003,Xiaohui Ma,Tasly Holding Group (China),3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 75%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100667074"", ""orcid"": ""https://orcid.org/0000-0001-5358-8790""}",https://orcid.org/0000-0001-5358-8790,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004144,Xiaohui Zhou,Yunnan Agricultural University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5068510041"", ""orcid"": ""https://orcid.org/0000-0002-6375-4497""}",https://orcid.org/0000-0002-6375-4497,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004243,Xiaoju Zou,Kunming University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5110008235"", ""orcid"": null}",https://openalex.org/A5110008235,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004323,Xiaoli Wang,Xihua University,2,主要機構只按本庫中 2 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5100456906"", ""orcid"": ""https://orcid.org/0000-0002-6005-2529""}",https://orcid.org/0000-0002-6005-2529,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-000416,Xiaoqin Su,Yunnan Agricultural University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 100%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5034734941"", ""orcid"": null}",https://openalex.org/A5034734941,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-001739,Xiaoxue Guo,Wuhan Donghu University,5,主要機構只按本庫中 5 篇普洱茶相關作品的作者機構統計推定（加權占比 50%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5101314974"", ""orcid"": null}",https://openalex.org/A5101314974,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
PER-004062,Xiaying Tao,Yunnan Agricultural University,3,主要機構只按本庫中 3 篇普洱茶相關作品的作者機構統計推定（加權占比 75%）；不等同現職。,"{""openalex"": ""https://openalex.org/A5128457021"", ""orcid"": null}",https://openalex.org/A5128457021,"Commercial/brand relationship: not identified in the cited scholarly identity/output records; this is an explicit unknown, not evidence of absence, and must be re-checked before endorsement or other high-stakes use.",2026-09-12T07:43:33+00:00
