place_id,standard_name,traditional_name,simplified_name,pinyin,place_kind,admin_level,parent_place_id,latitude,longitude,altitude_min,altitude_max,precision,summary,ecology,communities,heritage_role,dispute_notes,sources
PLC-000048,象明彝族鄉,象明彝族鄉,象明彝族乡,Xiangming Yizu Xiang,鄉鎮／古茶山區域,民族鄉,PLC-000045,22.128449,101.3095341,,,OSM 行政區 relation 標籤點；非鄉域或茶區邊界,勐臘縣內與多個古茶山名稱相關的行政鄉；適合作為歷史地名映射的上級行政單位。,山地村寨分散，生態資料需逐點核對。,彝族等,古六大茶山相關地域。,古茶山名稱與今日鄉界不能直接視作完全一致。,"[{""label"": ""雲南省縣域村莊布局專項規劃"", ""url"": ""https://dnr.yn.gov.cn/uploadfile/s58/2024/1107/20241107030635303.pdf""}]"
PLC-000049,倚邦茶山,倚邦茶山,倚邦茶山,Yibang Tea Mountain,歷史茶山／商業產區名,歷史茶山／村寨地域,PLC-000048,22.2098862,101.3239115,,,OSM 倚邦村公開標籤點；作歷史茶山地域參考，不代表茶山邊界,清代本草與茶史引文常見的六茶山名稱之一；網站以史料版本與今日行政路徑並列。,待補有樣地、日期及方法的公開研究。,,古六大茶山文獻中常見的地名。,清代文獻中的倚邦、今日村寨與商品來源需逐層對讀。,"[{""label"": ""《本草綱目拾遺》普洱茶條"", ""url"": ""https://zh.wikisource.org/zh-hant/%E6%9C%AC%E8%8D%89%E7%B6%B1%E7%9B%AE%E6%8B%BE%E9%81%BA""}, {""label"": ""雲南省村莊布局資料"", ""url"": ""https://dnr.yn.gov.cn/uploadfile/s58/2024/1107/20241107030635303.pdf""}]"
PLC-000050,景洪市,景洪市,景洪市,Jinghong Shi,行政區／產業中心,縣級市,PLC-000004,22.0147814,100.7983916,,,OSM 行政區 relation 標籤點；非市域幾何中心或茶園位置,西雙版納州府，亦是茶葉流通、研究及文化活動的集中地；基諾山等茶區位於其行政脈絡。,市域跨度大，不作單一風土描述。,傣族 | 基諾族 | 哈尼族等,,市域含城市與多個山地鄉鎮，不代表單一茶區。,"[{""label"": ""雲南省茶產業布局"", ""url"": ""https://nync.yn.gov.cn/html/2021/guihuaxinxi_1112/381334.html""}]"
PLC-000051,基諾山基諾族鄉（攸樂茶山語境）,基諾山基諾族鄉（攸樂茶山語境）,基诺山基诺族乡（攸乐茶山语境）,Jinuoshan Jinuozu Xiang,鄉鎮／歷史茶山,民族鄉／歷史茶山語境,PLC-000050,22.0390346,101.0039779,,,OSM 行政區 relation 標籤點；行政鄉與攸樂茶山歷史語境不可視作同一邊界,用來連接清代六茶山文獻中的攸樂與今日基諾山行政地理，並保留兩者不完全等同的警示。,待補官方調查或具方法的樣地資料。,基諾族,古六大茶山文獻中常見的地名。,『攸樂』是歷史茶山名稱；與今日基諾山鄉的關係須按史料與行政沿革解釋。,"[{""label"": ""《本草綱目拾遺》普洱茶條"", ""url"": ""https://zh.wikisource.org/zh-hant/%E6%9C%AC%E8%8D%89%E7%B6%B1%E7%9B%AE%E6%8B%BE%E9%81%BA""}]"
PLC-000052,南糯山,南糯山,南糯山,Nannuo Shan,山地茶區／種質來源地,山地茶區,PLC-000044,21.9368249,100.6051658,,,Wikidata 山體座標；不代表南糯山茶區或任何茶園邊界,官方品種資料記載雲抗10號由勐海縣南糯山群體中選育；也是雲南常見茶山名稱。,不可由茶山名稱推定所有樣品的基因型或品質。,哈尼族等,與茶樹種質選育史相關的地點。,研究材料、地方群體與商品名須保留採樣村寨及批次。,"[{""label"": ""芒市農業主導品種指引：雲抗10號來源"", ""url"": ""https://www.dhms.gov.cn/nyj/Web/_F0_0_5S5P97GF529CA4CE8871470487.htm""}, {""label"": ""雲南省農業農村廳茶區資料"", ""url"": ""https://nync.yn.gov.cn/html/2021/yunnongkuanxun-new_0420/377927.html""}]"
PLC-000053,思茅區,思茅區,思茅区,Simao Qu,行政區／加工與研究中心,市轄區,PLC-000008,22.7618309,100.7910996,,,OSM 行政區 relation 標籤點；非區域幾何中心或茶園位置,普洱市中心城區，集茶葉加工、檢驗、教育與流通活動於一地；亦列入雲南重點茶葉加工園。,城市／區級資訊不能替代茶園樣地。,,近現代普洱茶產業活動集中的地域。,歷史『思茅』行政稱謂曾變動；引用須附年代。,"[{""label"": ""雲南省茶產業十四五規劃"", ""url"": ""https://nync.yn.gov.cn/html/2021/guihuaxinxi_1112/381334.html""}]"
PLC-000054,寧洱哈尼族彝族自治縣,寧洱哈尼族彝族自治縣,宁洱哈尼族彝族自治县,Ning'er Hanizu Yizu Zizhixian,行政區／歷史地名核心,自治縣,PLC-000008,23.0975051,101.2015402,,,OSM 行政區 relation 標籤點；非縣域幾何中心或茶園位置,理解『普洱』地名演變、府治與茶葉集散時不可略過的縣域；網站把歷史與現代行政稱謂分開。,縣域條件多樣，地名史不直接形成風味結論。,哈尼族 | 彝族等,研究普洱府與茶馬交通史的重要地域。,歷史普洱府、普洱縣、寧洱縣與今日普洱市不是同一尺度。,"[{""label"": ""《道光普洱府志》數碼影像"", ""url"": ""https://commons.wikimedia.org/wiki/File:%EF%BC%88%E9%81%93%E5%85%89%EF%BC%89%E6%99%AE%E6%B4%B1%E5%BA%9C%E5%BF%97_-_%E9%81%93%E5%85%89%E4%BA%8C%E5%8D%81%E5%B9%B4_(1840).pdf""}]"
PLC-000055,鎮沅彝族哈尼族拉祜族自治縣,鎮沅彝族哈尼族拉祜族自治縣,镇沅彝族哈尼族拉祜族自治县,Zhenyuan Yizu Hanizu Lahuzu Zizhixian,行政區／古茶資源區,自治縣,PLC-000008,23.9298788,100.9375874,,,OSM 行政區 relation 標籤點；非縣域幾何中心或茶園位置,哀牢山千家寨野生茶樹群落所在縣，是野生茶樹保護與種質研究的重要地域。,保護區資料不得泛化到全縣茶園。,彝族 | 哈尼族 | 拉祜族等,古茶樹保護與監測地域。,縣域與千家寨保護區／古茶樹群落須分開。,"[{""label"": ""雲南省林草局：鎮沅古茶樹監測"", ""url"": ""https://lcj.yn.gov.cn/html/2026/zuixindongtai_0121/76016.html""}]"
PLC-000056,哀牢山千家寨野生茶樹群落,哀牢山千家寨野生茶樹群落,哀牢山千家寨野生茶树群落,Ailaoshan Qianjiazhai Wild Tea Population,野生茶樹群落／保護研究點,自然保護區內種群／樣地語境,PLC-000055,,,,,保護區群落；不公開敏感個體座標,雲南省林草部門持續監測的野生古茶樹資源，用於種質、起源與保護研究。,位於哀牢山自然保護區；採樣與公開位置需遵守保護規範。,,野生茶樹保護與科學監測地點。,個體樹齡與『世界最老』等稱號須依檢測方法及最新保護部門資料，不作商品背書。,"[{""label"": ""雲南省林草局：千家寨古茶樹體檢"", ""url"": ""https://lcj.yn.gov.cn/html/2026/zuixindongtai_0121/76016.html""}]"
PLC-000057,景東彝族自治縣,景東彝族自治縣,景东彝族自治县,Jingdong Yizu Zizhixian,行政區／山地茶區,自治縣,PLC-000008,24.3828662,100.8265221,,,OSM 行政區 relation 標籤點；非縣域幾何中心或茶園位置,無量山相關茶區與生態研究的重要縣域。,山地與保護區條件多樣，需引用具體樣地研究。,彝族等,,無量山跨越自然與行政尺度，不能以縣名代替具體樣地。,"[{""label"": ""雲南省農業農村廳茶區資料"", ""url"": ""https://nync.yn.gov.cn/html/2021/yunnongkuanxun-new_0420/377927.html""}]"
PLC-000058,無量山茶區,無量山茶區,无量山茶区,Wuliangshan Tea Area,山地茶區／研究採樣地域,山脈／產業茶區,PLC-000057,,,,,山脈與茶區概稱；非單一行政邊界,雲南官方茶區資料列出的知名山地產區之一，本庫亦有與景邁樣本比較的化學指紋研究。,山脈尺度內環境變異甚大。,,,研究採樣點及市場區名可能跨縣，必須保留原文座標或村寨。,"[{""label"": ""雲南省農業農村廳茶區資料"", ""url"": ""https://nync.yn.gov.cn/html/2021/yunnongkuanxun-new_0420/377927.html""}, {""label"": ""本庫兩區揮發性指紋研究"", ""document_id"": ""DOC-000422""}]"
PLC-000059,景谷傣族彝族自治縣,景谷傣族彝族自治縣,景谷傣族彝族自治县,Jinggu Daizu Yizu Zizhixian,行政區／茶產區,自治縣,PLC-000008,23.5020342,100.7110063,,,OSM 行政區 relation 標籤點；非縣域幾何中心或茶園位置,普洱市茶葉與古茶資源分布縣域之一，納入全市地理骨架以避免只集中景邁。,待補官方資源調查及具方法的樣地資料。,傣族 | 彝族等,,縣域茶葉可有不同原料及製程，不以行政名稱推定茶類。,"[{""label"": ""普洱傳統茶農業系統申報文件"", ""url"": ""https://www.fao.org/fileadmin/user_upload/giahs/docs/Proposal-for-Puer.pdf""}]"
PLC-000060,保山市,保山市,保山市,Baoshan Shi,行政區／主要產茶區,地級市,PLC-000003,25.1147115,99.1591622,,,OSM 行政區 relation 標籤點；非市域幾何中心或茶園位置,雲南茶葉重點州市之一，具有大葉種栽培及多茶類加工；應與臨滄、普洱及西雙版納分區比較。,高黎貢山及多個河谷山地造成顯著差異。,,,保山同時有紅茶、綠茶及普洱原料等不同產業路徑。,"[{""label"": ""雲南省茶產業十四五規劃"", ""url"": ""https://nync.yn.gov.cn/html/2021/guihuaxinxi_1112/381334.html""}]"
PLC-000061,昌寧縣,昌寧縣,昌宁县,Changning Xian,行政區／茶產區,縣,PLC-000060,24.8256972,99.6104198,,,OSM 行政區 relation 標籤點；非縣域幾何中心或茶園位置,雲南規劃中的重點茶葉加工園區之一，可用於補足保山茶區與品種栽培資料。,縣域差異需按茶園與研究樣地處理。,,,地方栽培品種推薦不代表所有茶園或所有產品原料相同。,"[{""label"": ""雲南省茶產業十四五規劃"", ""url"": ""https://nync.yn.gov.cn/html/2021/guihuaxinxi_1112/381334.html""}]"
PLC-000062,德宏傣族景頗族自治州,德宏傣族景頗族自治州,德宏傣族景颇族自治州,Dehong Daizu Jingpozu Zizhizhou,行政區／主要產茶區,自治州,PLC-000003,24.4363819,98.5850386,,,OSM 行政區 relation 標籤點；非自治州幾何中心或茶園位置,雲南茶葉重點州市之一，亦有官方主導品種與栽培技術資料。,邊境河谷及山地差異明顯。,傣族 | 景頗族等,,屬雲南大葉種與多茶類生產地域，不能以州名推定產品符合普洱地理標誌。,"[{""label"": ""雲南省茶產業十四五規劃"", ""url"": ""https://nync.yn.gov.cn/html/2021/guihuaxinxi_1112/381334.html""}]"
PLC-000063,芒市,芒市,芒市,Mang Shi,行政區／品種推廣資料點,縣級市,PLC-000062,24.4369028,98.5886667,,,OSM 行政區 relation 標籤點；非市域幾何中心或茶園位置,地方農業部門公開雲抗10號等茶樹品種來源、審定與性狀資料，可作種質條目的一手行政來源。,品種表現仍受立地、管理與年份影響。,傣族 | 景頗族等,,農業主導品種指引屬區域推廣資訊，不是個別茶品原料證明。,"[{""label"": ""2024年芒市農業主導品種主推技術指引"", ""url"": ""https://www.dhms.gov.cn/nyj/Web/_F0_0_5S5P97GF529CA4CE8871470487.htm""}]"
PLC-000064,紅河哈尼族彝族自治州,紅河哈尼族彝族自治州,红河哈尼族彝族自治州,Honghe Hanizu Yizu Zizhizhou,行政區／地理標誌保護範圍,自治州,PLC-000003,23.3634018,103.3716107,,,OSM 行政區 relation 標籤點；非自治州幾何中心或茶園位置,GB/T 22111相關管理文件列入的11個州（市）之一；本庫以此補足法律範圍，不暗示是主要產量中心。,州域跨越多種生態帶。,哈尼族 | 彝族等,,屬地理標誌保護範圍不等於所有茶葉自動符合標準。,"[{""label"": ""普洱茶地理標誌保護管理辦法"", ""url"": ""https://nync.yn.gov.cn/html/2009/shengweishengzhengfushenongwenjian_0626/399901.html?cid=5781""}]"
PLC-000065,文山壯族苗族自治州,文山壯族苗族自治州,文山壮族苗族自治州,Wenshan Zhuangzu Miaozu Zizhizhou,行政區／地理標誌保護範圍,自治州,PLC-000003,23.399102,104.2172181,,,OSM 行政區 relation 標籤點；非自治州幾何中心或茶園位置,普洱茶地理標誌管理文件列入的州域之一，用於呈現保護範圍不是只限三大主產區。,州域多樣，暫不作茶園尺度概括。,壯族 | 苗族等,,法律保護範圍與實際茶園、原料及加工批次仍須追溯。,"[{""label"": ""普洱茶地理標誌保護管理辦法"", ""url"": ""https://nync.yn.gov.cn/html/2009/shengweishengzhengfushenongwenjian_0626/399901.html?cid=5781""}]"
