evidence_id,place_id,field_name,value_json,source_id,source_name,source_url,document_id,document_title,locator,evidence_level,retrieved_at,notes
PEV-5F3A588FC984C5308FB7,PLC-000007,standard_name,"""賀開茶山""",SRC-000008,Chinese government public information,https://mz.yn.gov.cn/html/2025/difangdongtai_0325/4058616.html,,,Page title and lead: 西雙版納州勐海縣勐混鎮賀開村；古茶山,A,2026-08-01T07:58:19+00:00,官方頁面確認地名及州級包含；父層欄位不是直接行政父層。
PEV-SITE-9C9716D2F75D66A0,PLC-000007,standard_name,"""賀開茶山""",SRC-000008,Chinese government public information,https://mz.yn.gov.cn/html/2025/difangdongtai_0325/4058616.html,,,雲南省民族宗教事務委員會：勐海縣勐混鎮賀開村,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-0CFB6E002FE378C89876,PLC-000008,admin_level,"""地級市""",SRC-000013,OpenStreetMap Nominatim,https://nominatim.openstreetmap.org/lookup?osm_ids=R2716205&format=jsonv2,,,OpenStreetMap relation 2716205; Nominatim administrative-area label point,C,2026-08-01T07:58:19+00:00,"Data © OpenStreetMap contributors, ODbL 1.0."
PEV-SITE-6FD994ACC953FF5E,PLC-000008,admin_level,"""地級市""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665,,,UNESCO 景邁山世界遺產頁,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-F90B332BEAA95260677E,PLC-000008,latitude,23.2948942,SRC-000013,OpenStreetMap Nominatim,https://nominatim.openstreetmap.org/lookup?osm_ids=R2716205&format=jsonv2,,,OpenStreetMap relation 2716205; Nominatim administrative-area label point,C,2026-08-01T07:58:19+00:00,"Data © OpenStreetMap contributors, ODbL 1.0."
PEV-SITE-83F25D462ED48D85,PLC-000008,latitude,23.2948942,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/2716205,,,OSM relation 2716205；普洱市行政區標籤點,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-DCE1C9DC0217592D7267,PLC-000008,longitude,100.8784458,SRC-000013,OpenStreetMap Nominatim,https://nominatim.openstreetmap.org/lookup?osm_ids=R2716205&format=jsonv2,,,OpenStreetMap relation 2716205; Nominatim administrative-area label point,C,2026-08-01T07:58:19+00:00,"Data © OpenStreetMap contributors, ODbL 1.0."
PEV-SITE-4D15593A14324D43,PLC-000008,longitude,100.8784458,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/2716205,,,OSM relation 2716205；普洱市行政區標籤點,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-1DB1469848D624B6D922,PLC-000008,parent_place_id,"""PLC-000003""",SRC-000013,OpenStreetMap Nominatim,https://nominatim.openstreetmap.org/lookup?osm_ids=R2716205&format=jsonv2,,,OpenStreetMap relation 2716205; Nominatim administrative-area label point,C,2026-08-01T07:58:19+00:00,"Data © OpenStreetMap contributors, ODbL 1.0."
PEV-SITE-57A7723E74B5B5F7,PLC-000008,parent_place_id,"""PLC-000003""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665,,,UNESCO 景邁山世界遺產頁,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-052815E05D4085F72376,PLC-000008,precision,"""administrative_area_label_point""",SRC-000013,OpenStreetMap Nominatim,https://nominatim.openstreetmap.org/lookup?osm_ids=R2716205&format=jsonv2,,,OpenStreetMap relation 2716205; Nominatim administrative-area label point,C,2026-08-01T07:58:19+00:00,"Data © OpenStreetMap contributors, ODbL 1.0."
PEV-SITE-8835DFF6A5239DB6,PLC-000008,precision,"""OSM 行政區 relation 標籤點；非市域幾何中心或茶園位置""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/2716205,,,OSM relation 2716205；普洱市行政區標籤點,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-59955C628D44445F6D15,PLC-000008,standard_name,"""普洱市""",SRC-000013,OpenStreetMap Nominatim,https://nominatim.openstreetmap.org/lookup?osm_ids=R2716205&format=jsonv2,,,OpenStreetMap relation 2716205; Nominatim administrative-area label point,C,2026-08-01T07:58:19+00:00,"Data © OpenStreetMap contributors, ODbL 1.0."
PEV-SITE-ADED38DD6B9D4B2A,PLC-000008,standard_name,"""普洱市""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665,,,UNESCO 景邁山世界遺產頁,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-2055A00EBC13A6CB6850,PLC-000009,admin_level,"""茶園研究採樣點""",SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection; extracted fulltext lines 175–184,B,2026-08-01T07:58:19+00:00,"Longba village plantation (23°23′N, 101°47′E; elevation 1575–1796 m)."
PEV-SITE-7F78ABC7AD89A86E,PLC-000009,admin_level,"""茶園研究採樣點""",SRC-000001,OpenAlex,https://www.nature.com/articles/s41598-026-61192-4_reference.pdf?error=cookies_not_supported&code=a5d3f237-b716-498a-91af-ec3eeb344333,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,採樣位置與海拔的本地全文研究,B,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-D15E54C8EE75D2DB64BF,PLC-000009,altitude_max,1796.0,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection; extracted fulltext lines 175–184,B,2026-08-01T07:58:19+00:00,"Longba village plantation (23°23′N, 101°47′E; elevation 1575–1796 m)."
PEV-SITE-4531DFF4D276F876,PLC-000009,altitude_max,1796.0,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection；本地全文 lines 175–184,B,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-3F19724551B1937DC16F,PLC-000009,altitude_min,1575.0,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection; extracted fulltext lines 175–184,B,2026-08-01T07:58:19+00:00,"Longba village plantation (23°23′N, 101°47′E; elevation 1575–1796 m)."
PEV-SITE-6D9C54D5D9024B03,PLC-000009,altitude_min,1575.0,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection；本地全文 lines 175–184,B,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-5EEA03CC97CBD988184B,PLC-000009,latitude,23.3833333333,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection; extracted fulltext lines 175–184,B,2026-08-01T07:58:19+00:00,"Longba village plantation (23°23′N, 101°47′E; elevation 1575–1796 m)."
PEV-SITE-EC9E9A5C8A5C184E,PLC-000009,latitude,23.3833333333,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection；本地全文 lines 175–184,B,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-1CA68A067E8E0E1F6380,PLC-000009,longitude,101.7833333333,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection; extracted fulltext lines 175–184,B,2026-08-01T07:58:19+00:00,"Longba village plantation (23°23′N, 101°47′E; elevation 1575–1796 m)."
PEV-SITE-DAEC5929B8343109,PLC-000009,longitude,101.7833333333,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection；本地全文 lines 175–184,B,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-2046B2B04E2FE11BC020,PLC-000009,parent_place_id,"""PLC-000008""",SRC-000008,Chinese government public information,https://mzzj.yn.gov.cn/html/2019/difangdongtai_0828/33265.html,,,Official page wording: 普洱市墨江哈尼族自治縣,A,2026-08-01T07:58:19+00:00,論文將採樣地置於墨江縣；官方頁確認墨江縣屬普洱市，因此保存市級廣義包含關係。
PEV-SITE-90E5D7E70DB710C2,PLC-000009,parent_place_id,"""PLC-000008""",SRC-000001,OpenAlex,https://www.nature.com/articles/s41598-026-61192-4_reference.pdf?error=cookies_not_supported&code=a5d3f237-b716-498a-91af-ec3eeb344333,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,採樣位置與海拔的本地全文研究,B,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-0A16CA8F1DDA77FCB48D,PLC-000009,precision,"""study_site_coordinate_rounded_to_arcminute""",SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection; extracted fulltext lines 175–184,B,2026-08-01T07:58:19+00:00,"Longba village plantation (23°23′N, 101°47′E; elevation 1575–1796 m)."
PEV-SITE-C9E3529072185D2F,PLC-000009,precision,"""研究採樣位置（座標至整分）；未作獨立實地核驗""",SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection；本地全文 lines 175–184,B,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-5696E6B1B2048275CD50,PLC-000009,standard_name,"""Longba village plantation""",SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection; extracted fulltext lines 175–184,B,2026-08-01T07:58:19+00:00,"Longba village plantation (23°23′N, 101°47′E; elevation 1575–1796 m)."
PEV-SITE-22A4298A6A977ED9,PLC-000009,standard_name,"""Longba village plantation""",SRC-000001,OpenAlex,https://www.nature.com/articles/s41598-026-61192-4_reference.pdf?error=cookies_not_supported&code=a5d3f237-b716-498a-91af-ec3eeb344333,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,採樣位置與海拔的本地全文研究,B,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-55EA75190513E8397C46,PLC-000010,admin_level,"""茶園研究採樣點""",SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection; extracted fulltext lines 175–184,B,2026-08-01T07:58:19+00:00,"Fenghuang Wo village plantation (23°29′N, 101°39′E; elevation 1618–1783 m)."
PEV-SITE-0174644D85748F81,PLC-000010,admin_level,"""茶園研究採樣點""",SRC-000001,OpenAlex,https://www.nature.com/articles/s41598-026-61192-4_reference.pdf?error=cookies_not_supported&code=a5d3f237-b716-498a-91af-ec3eeb344333,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,採樣位置與海拔的本地全文研究,B,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-D62DF94C3692FE6048A4,PLC-000010,altitude_max,1783.0,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection; extracted fulltext lines 175–184,B,2026-08-01T07:58:19+00:00,"Fenghuang Wo village plantation (23°29′N, 101°39′E; elevation 1618–1783 m)."
PEV-SITE-563F85E3CF03182F,PLC-000010,altitude_max,1783.0,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection；本地全文 lines 175–184,B,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-8F00522BFA70F6B0399E,PLC-000010,altitude_min,1618.0,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection; extracted fulltext lines 175–184,B,2026-08-01T07:58:19+00:00,"Fenghuang Wo village plantation (23°29′N, 101°39′E; elevation 1618–1783 m)."
PEV-SITE-E523E9F27F8D53C4,PLC-000010,altitude_min,1618.0,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection；本地全文 lines 175–184,B,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-AC9ADD92725405335F7B,PLC-000010,latitude,23.4833333333,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection; extracted fulltext lines 175–184,B,2026-08-01T07:58:19+00:00,"Fenghuang Wo village plantation (23°29′N, 101°39′E; elevation 1618–1783 m)."
PEV-SITE-5B20B3390BDA070C,PLC-000010,latitude,23.4833333333,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection；本地全文 lines 175–184,B,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-8A0A085B90B7B67A3928,PLC-000010,longitude,101.65,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection; extracted fulltext lines 175–184,B,2026-08-01T07:58:19+00:00,"Fenghuang Wo village plantation (23°29′N, 101°39′E; elevation 1618–1783 m)."
PEV-SITE-86AF85504A5E97AA,PLC-000010,longitude,101.65,SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection；本地全文 lines 175–184,B,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-E6237CD648A381654A1A,PLC-000010,parent_place_id,"""PLC-000008""",SRC-000008,Chinese government public information,https://mzzj.yn.gov.cn/html/2019/difangdongtai_0828/33265.html,,,Official page wording: 普洱市墨江哈尼族自治縣,A,2026-08-01T07:58:19+00:00,論文將採樣地置於墨江縣；官方頁確認墨江縣屬普洱市，因此保存市級廣義包含關係。
PEV-SITE-AFF0930BB2DDF8C5,PLC-000010,parent_place_id,"""PLC-000008""",SRC-000001,OpenAlex,https://www.nature.com/articles/s41598-026-61192-4_reference.pdf?error=cookies_not_supported&code=a5d3f237-b716-498a-91af-ec3eeb344333,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,採樣位置與海拔的本地全文研究,B,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-ADF4FB1E514D77FE1533,PLC-000010,precision,"""study_site_coordinate_rounded_to_arcminute""",SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection; extracted fulltext lines 175–184,B,2026-08-01T07:58:19+00:00,"Fenghuang Wo village plantation (23°29′N, 101°39′E; elevation 1618–1783 m)."
PEV-SITE-647E5D5A9FF99E88,PLC-000010,precision,"""研究採樣位置（座標至整分）；未作獨立實地核驗""",SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection；本地全文 lines 175–184,B,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-E893D115B1CB82D17901,PLC-000010,standard_name,"""Fenghuang Wo village plantation""",SRC-000001,OpenAlex,https://doi.org/10.1038/s41598-026-61192-4,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,Section 2.1 Sample collection; extracted fulltext lines 175–184,B,2026-08-01T07:58:19+00:00,"Fenghuang Wo village plantation (23°29′N, 101°39′E; elevation 1618–1783 m)."
PEV-SITE-34EE8C204017F2CB,PLC-000010,standard_name,"""Fenghuang Wo village plantation""",SRC-000001,OpenAlex,https://www.nature.com/articles/s41598-026-61192-4_reference.pdf?error=cookies_not_supported&code=a5d3f237-b716-498a-91af-ec3eeb344333,DOC-000196,Metabolomic dynamics of flavor compound synthesis in Pu’er green tea produced from Camellia sinensis var. assamica under seasonal variation,採樣位置與海拔的本地全文研究,B,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-1B4A707BC7CE0A20,PLC-000011,admin_level,"""自治縣""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665,,,UNESCO 景邁山世界遺產頁,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-6D27AF345077914B,PLC-000011,latitude,22.6720893,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/2715426,,,OSM relation 2715426；瀾滄拉祜族自治縣,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-13C752B401E3DDD0,PLC-000011,longitude,99.9742497,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/2715426,,,OSM relation 2715426；瀾滄拉祜族自治縣,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-974820E5F8153F29,PLC-000011,parent_place_id,"""PLC-000008""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665,,,UNESCO 景邁山世界遺產頁,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-4019B943EF4D9E91,PLC-000011,precision,"""OSM 行政區 relation 標籤點；非縣域幾何中心或茶園位置""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/2715426,,,OSM relation 2715426；瀾滄拉祜族自治縣,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-0AD62E326E0E1343,PLC-000011,standard_name,"""瀾滄拉祜族自治縣""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665,,,UNESCO 景邁山世界遺產頁,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-10DD1FE3A682213B,PLC-000012,admin_level,"""鎮""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名及評估文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-BBAC1CC66B274FCE,PLC-000012,latitude,22.2622,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/10175786,,,OSM relation 10175786；惠民鎮,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-7CCF0C92E3947563,PLC-000012,longitude,100.079,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/10175786,,,OSM relation 10175786；惠民鎮,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-39F8955F10675629,PLC-000012,parent_place_id,"""PLC-000011""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名及評估文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-9959E7911FE8B67A,PLC-000012,precision,"""OSM 行政區 relation 標籤點；非鎮域幾何中心或茶園位置""",SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/10175786,,,OSM relation 10175786；惠民鎮,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-0CEB590CBA7D9342,PLC-000012,standard_name,"""惠民鎮""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名及評估文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-8F7F6BDF24EA8BC1,PLC-000013,admin_level,"""遺產地山體分區""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名及 ICOMOS 評估文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-49EC3BE774A640F5,PLC-000013,parent_place_id,"""PLC-000002""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名及 ICOMOS 評估文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-2CF56D2F4B2B0503,PLC-000013,standard_name,"""白象山""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名及 ICOMOS 評估文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-CEBCAFCB8C6C1E93,PLC-000014,admin_level,"""遺產地山體分區""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名及 ICOMOS 評估文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-A1CA87CE83632BBB,PLC-000014,parent_place_id,"""PLC-000002""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名及 ICOMOS 評估文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-A3D697E951F4AA99,PLC-000014,standard_name,"""糯崗山""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名及 ICOMOS 評估文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-75628C76550D0451,PLC-000015,admin_level,"""遺產地山體分區""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名及 ICOMOS 評估文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-006BE36218587B61,PLC-000015,parent_place_id,"""PLC-000002""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名及 ICOMOS 評估文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-C99A7345D088EC8F,PLC-000015,standard_name,"""芒景山（岩冷山）""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名及 ICOMOS 評估文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-F2A6F76DB7B77D74,PLC-000016,admin_level,"""古茶林群""",SRC-000014,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1665/documents/,,,UNESCO 提名文件,A,2026-09-12T07:43:33+00:00,策展來源支持名稱、地理層級或包含關係；欄位採知識庫受控值，並不構成產品產地證明。
PEV-SITE-BC1AA224C1A5B1AB,PLC-000016,latitude,22.2059116,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367887,,,OSM relation 16367887；TF-01 芒埂—勐本古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
PEV-SITE-D71A976B60659A09,PLC-000016,longitude,100.0508906,SRC-000013,OpenStreetMap Nominatim,https://www.openstreetmap.org/relation/16367887,,,OSM relation 16367887；TF-01 芒埂—勐本古茶林,C,2026-09-12T07:43:33+00:00,公開地理資料的標籤點或代表點；不等於行政區幾何中心、茶區邊界或單一茶園位置。
